index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
432,2014,"84,000 kms",First Owner,Petrol,Automatic,Hyderabad,6 Lakh*,Volkswagen,17.21 kmpl,1197 CC,103.6 bhp,,5,Black,7 Speed,FWD,,,,,,,,,,
433,2016,"70,315 kms",First Owner,Petrol,Manual,Hyderabad,6.05 Lakh*,Honda,18.2 kmpl,1199 CC,88.7bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,,4,4,SOHC,PGM - Fi
434,2016,"26,190 kms",First Owner,Petrol,Manual,Hyderabad,6.07 Lakh*,Maruti,20.85 kmpl,1197 CC,83.14bhp,6000rpm,5,Red,5 Speed,,,,,,,4,4,4,DOHC,MPFI
435,2016,"63,199 kms",First Owner,Diesel,Manual,Hyderabad,6.1 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88bhp,4200rpm,5,Brown,5 Speed,FWD,,,,,,5,4,4,DOHC,Direct Injection
436,2016,"69,000 kms",First Owner,Diesel,Automatic,Hyderabad,6.1 Lakh*,Maruti,26.59 kmpl,1248 CC,74bhp,4000rpm,5,Silver,5 Speed,FWD,,,,,,,4,4,DOHC,CRDI
437,2018,"19,541 kms",Second Owner,Diesel,Manual,Hyderabad,6.1 Lakh*,Hyundai,25.4 kmpl,1186 CC,73.97bhp,4000rpm,5,Red,5 Speed,,,,Drum,156 Kmph,,4,3,4,DOHC,CRDI
438,2017,"45,130 kms",First Owner,Petrol,Automatic,Hyderabad,6.15 Lakh*,Honda,16.5 kmpl,1198 CC,86.8bhp,6000rpm,5,White,5 Speed,FWD,,,,,16 Seconds,5,4,4,SOHC,PGM - Fi
439,2016,"98,000 kms",First Owner,Diesel,Manual,Hyderabad,6.15 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8bhp,4200rpm,5,Grey,5 Speed,FWD,,,,,,5,4,4,DOHC,Direct Injection
440,2017,"30,946 kms",First Owner,Diesel,Manual,Hyderabad,6.16 Lakh*,Hyundai,24.0 kmpl,1186 CC,73.97bhp,4000rpm,5,Red,5 Speed,,,Disc,Drum,151.63 kmph,13.21 Seconds,5,3,4,DOHC,CRDi
441,2012,"1,05,000 kms",First Owner,Diesel,Manual,Hyderabad,6.2 Lakh*,Skoda,17.72 kmpl,1968 CC,108.49bhp,4200rpm,5,Grey,5 Speed,,,,,,,5,4,4,DOHC,Direct Injection
442,2017,"62,514 kms",First Owner,Petrol,Manual,Hyderabad,6.2 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80 bhp,,5,Grey,5,,,,,,,,,,,
443,2015,"37,900 kms",First Owner,Petrol,Automatic,Hyderabad,6.25 Lakh*,Honda,19.0 kmpl,1199 CC,88.7bhp,6000rpm,5,White,5 Speed,FWD,,,,,,5,4,4,SOHC,PGM - Fi
444,2015,"70,000 kms",First Owner,Diesel,Manual,Hyderabad,6.25 Lakh*,Nissan,19.3 kmpl,1461 CC,84.8 bhp,,7,Grey,5 Speed,FWD,,,,,,,,,,
445,2015,"65,000 kms",First Owner,Petrol,Automatic,Hyderabad,6.25 Lakh*,Volkswagen,17.21 kmpl,1197 CC,103.6bhp,5000rpm,5,Red,7 Speed,FWD,,,,,,5,4,4,DOHC,Direct Injection
446,2015,"52,000 kms",First Owner,Diesel,Manual,Hyderabad,6.25 Lakh*,Maruti,28.4 kmpl,1248 CC,74.02 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
447,2021,"3,600 kms",First Owner,Petrol,Manual,Hyderabad,6.25 Lakh*,Maruti,20.52 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,5 Speed,,,,,,,5,4,4,DOHC,MPFI
448,2019,"19,960 kms",First Owner,Petrol,Manual,Hyderabad,6.25 Lakh*,Renault,20.0 kmpl,999 CC,71 bhp,,7,Silver,5-Speed,,,,,,,,,,,
449,2013,"92,321 kms",First Owner,Diesel,Automatic,Hyderabad,6.25 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,White,4 Speed,FWD,,,,190km/hr,10.62 Seconds,4,4,4,DOHC,CRDI
450,2017,"46,396 kms",First Owner,Diesel,Manual,Hyderabad,6.28 Lakh*,Maruti,25.2 kmpl,1248 CC,74bhp,4000rpm,5,Silver,5 Speed,,,,,,14.8 Seconds,5,4,4,DOHC,CRDI
451,2017,"53,415 kms",First Owner,Petrol,Manual,Hyderabad,6.38 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80bhp,6000rpm,5,Pearl arctic white,5 Speed,,,,,,,4,4,4,DOHC,MPFI
452,2015,"62,000 kms",First Owner,Petrol,Manual,Hyderabad,6.4 Lakh*,Maruti,21.21 kmpl,1197 CC,81.80bhp,6000rpm,5,White,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
453,2016,"68,604 kms",First Owner,Diesel,Manual,Hyderabad,6.4 Lakh*,Maruti,26.59 kmpl,1248 CC,74bhp,4000rpm,5,White,5 Speed,,,,,,13.8 Seconds,4,4,4,DOHC,CRDI
454,2017,"1,02,000 kms",First Owner,Diesel,Manual,Hyderabad,6.45 Lakh*,Maruti,17.8 kmpl,1248 CC,null bhp,,5,Red,,,Power,,,,,,4,4,null,null
455,2015,"57,000 kms",First Owner,Diesel,Manual,Hyderabad,6.45 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73bhp,4000rpm,5,White,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
456,2014,"53,000 kms",First Owner,Petrol,Automatic,Hyderabad,6.45 Lakh*,Ford,16.5 kmpl,1499 CC,110bhp,6300rpm,5,White,6 Speed,FWD,,,,,,5,4,4,DOHC,Direct Injection
457,2014,"1,10,132 kms",First Owner,Diesel,Manual,Hyderabad,6.45 Lakh*,Mahindra,15.1 kmpl,2179 CC,140bhp,3750rpm,7,Black,6 Speed,AWD,,,,,,5,4,4,DOHC,Direct Injection
458,2020,"7,100 kms",First Owner,Petrol,Manual,Hyderabad,6.45 Lakh*,Hyundai,20.7 kmpl,1197 CC,81.86bhp,6000rpm,5,Aqua Teal,5 speed,FWD,,,,,,5,4,4,DOHC,MPFI
459,2018,"35,000 kms",First Owner,Diesel,Manual,Hyderabad,6.49 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88 bhp,,5,,5 Speed,FWD,,,,,,,,,,
460,2017,"31,500 kms",First Owner,Diesel,Manual,Hyderabad,6.49 Lakh*,Nissan,22.71 kmpl,1461 CC,84.8bhp,3750rpm,5,Silver,5 Speed,,,,,,,,4,2,SOHC,Common Rail
461,2013,"1,95,000 kms",Second Owner,Diesel,Manual,Hyderabad,6.5 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,White,6 Speed,FWD,,Disc,Disc,190km/hr,10.62 Seconds,4,4,4,DOHC,CRDI
462,2017,"80,000 kms",First Owner,Diesel,Manual,Hyderabad,6.5 Lakh*,Ford,23.0 kmpl,1498 CC,98.96bhp,3750rpm,5,White,5 Speed,,,,,,,4,4,4,SOHC,Direct Injection
463,2008,"1,52,000 kms",First Owner,Diesel,Manual,Hyderabad,6.5 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,Red,5 Speed,,,,,,,5,4,4,DOHC,CRDI
464,2013,"1,42,930 kms",First Owner,Diesel,Manual,Hyderabad,6.5 Lakh*,Mahindra,12.05 kmpl,2179 CC,120bhp,4000rpm,8,Black,6 Speed,2 WD,,,Drum,152km/hr,16.5 seconds,5,4,4,,CRDi
465,2019,"4,696 kms",First Owner,Petrol,Manual,Hyderabad,6.5 Lakh*,Renault,20.0 kmpl,999 CC,71bhp,6250rpm,7,Red,5-Speed,,,,,,,,3,4,DOHC,Multi Point Fuel Injection
466,2008,"1,44,000 kms",First Owner,Petrol,Automatic,Hyderabad,6.5 Lakh*,Honda,10.1 kmpl,2354 CC,152 PS , 6000 rpm,5,White,5 Speed,,,,,182 kmph,11.2 seconds,5,4,4,DOHC,PGM-FI
467,2013,"1,35,000 kms",First Owner,Diesel,Manual,Hyderabad,6.5 Lakh*,Mahindra,12.05 kmpl,2179 CC,120bhp,4000rpm,8,Grey,5 Speed,FWD,,,,,,5,4,4,,CRDI
468,2011,"75,000 kms",First Owner,Diesel,Automatic,Hyderabad,6.5 Lakh*,Skoda,17.2 kmpl,1968 CC,138.1bhp,4200rpm,5,Maroon,6 Speed,,,,,,,4,4,4,DOHC,Direct Injection
469,2012,"1,14,323 kms",First Owner,Diesel,Automatic,Hyderabad,6.5 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,White,4 Speed,FWD,,,Disc,190km/hr,10.62 Seconds,4,4,4,DOHC,CRDI
470,2017,"13,000 kms",First Owner,Petrol,Manual,Hyderabad,6.5 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1bhp,6000rpm,5,Blue,5 Speed,,,,,,,5,4,4,DOHC,MPFI
471,2020,"12,000 kms",First Owner,Petrol,Manual,Hyderabad,6.5 Lakh*,Tata,19.05 kmpl,1199 CC,84.88bhp,6000rpm,5,Silver,5 Speed,,,,,,,,3,4,,EFI
472,2014,"65,000 kms",First Owner,Petrol,Manual,Hyderabad,6.5 Lakh*,Hyundai,17.01 kmpl,1591 CC,121.3bhp,6300rpm,5,White,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
473,2017,"88,000 kms",First Owner,Diesel,Manual,Hyderabad,6.55 Lakh*,Maruti,19.3 kmpl,1248 CC,73.9bhp,4000rpm,5,Silver,5 Speed,2 WD,,,,,,,4,4,DOHC,CRDI
474,2019,"10,000 kms",First Owner,Petrol,Manual,Hyderabad,6.56 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1bhp,6000rpm,5,Grey,5 Speed,,,,,,,,4,4,DOHC,MPFI
475,2014,"84,372 kms",First Owner,Diesel,Manual,Hyderabad,6.6 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,Blue,5 Speed,,,,,,,5,4,4,DOHC,CRDI
476,2014,"84,000 kms",Test Drive Car,Diesel,Manual,Hyderabad,6.6 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,Blue,5 Speed,,,,,,13.3 Seconds,5,4,4,DOHC,CRDI
477,2019,"18,624 kms",First Owner,Petrol,Automatic,Hyderabad,6.6 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,5,,,,,,,,4,4,null,MPFi
478,2017,"35,852 kms",First Owner,Petrol,Automatic,Hyderabad,6.65 Lakh*,Honda,18.1 kmpl,1199 CC,88.7bhp,6000rpm,5,Grey,CVT,FWD,,,,,,4,4,4,SOHC,MPFi
479,2015,"66,000 kms",First Owner,Diesel,Manual,Hyderabad,6.65 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73bhp,4000rpm,5,White,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
480,2015,"58,000 kms",First Owner,Petrol,Automatic,Hyderabad,6.65 Lakh*,Volkswagen,17.21 kmpl,1197 CC,103.6bhp,5000rpm,5,Grey,7 Speed,FWD,,,,,,5,4,4,DOHC,Direct Injection
481,2012,"1,05,399 kms",First Owner,Diesel,Automatic,Hyderabad,6.67 Lakh*,Hyundai,19.08 kmpl,1582 CC,126.32bhp,4000rpm,5,Silver,4 Speed,FWD,,,Disc,190km/hr,10.62 Seconds,4,4,4,DOHC,CRDI
482,2017,"41,100 kms",First Owner,Diesel,Manual,Hyderabad,6.69 Lakh*,Nissan,22.71 kmpl,1461 CC,84.8bhp,3750rpm,5,Grey,5 Speed,FWD,,,,,15 Seconds,4,4,4,SOHC,Common Rail
483,2017,"44,000 kms",First Owner,Petrol,Automatic,Hyderabad,6.7 Lakh*,Hyundai,18.9 kmpl,1197 CC,81.86bhp,6000rpm,5,Red,4 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
484,2017,"1,25,178 kms",First Owner,Diesel,Manual,Hyderabad,6.75 Lakh*,Maruti,23.4 kmpl,1248 CC,74bhp,4000rpm,5,SILKY SILVER,5 Speed,FWD,,,,,,,4,4,null,CRDI
485,2016,"61,000 kms",First Owner,Petrol,Manual,Hyderabad,6.75 Lakh*,Honda,18.7 kmpl,1199 CC,88.7bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,5,4,4,SOHC,PGM - Fi
486,2017,"20,821 kms",First Owner,Petrol,Manual,Hyderabad,6.75 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,White,5 Speed,,,,,,,5,4,4,DOHC,MPFI
487,2017,"7,800 kms",First Owner,Petrol,Automatic,Hyderabad,6.75 Lakh*,Honda,19.0 kmpl,1199 CC,88.7bhp,6000rpm,5,Golden,5 Speed,FWD,,,,,,5,4,4,SOHC,PGM - Fi
488,2016,"56,142 kms",First Owner,Petrol,Manual,Hyderabad,6.75 Lakh*,Honda,15.4 kmpl,1497 CC,117.3bhp,6600rpm,7,White,6 Speed,FWD,,,,,,5,4,4,SOHC,
489,2016,"66,603 kms",First Owner,Diesel,Manual,Hyderabad,6.8 Lakh*,Mahindra,18.49 kmpl,1493 CC,100bhp,3750rpm,7,Silver,5 Speed,RWD,,,,,,5,3,2,null,CRDi
490,2018,"27,459 kms",First Owner,Petrol,Manual,Hyderabad,6.8 Lakh*,Ford,19.0 kmpl,1194 CC,94.68 bhp,,5,Orange,5-Speed,FWD,,,,,,,,,,
491,2014,"76,370 kms",First Owner,Diesel,Manual,Hyderabad,6.8 Lakh*,Honda,25.1 kmpl,1498 CC,98.6 bhp,,5,Green,6 Speed,FWD,,,,,,,,,,
492,2020,"16,806 kms",First Owner,Petrol,Manual,Hyderabad,6.8 Lakh*,Maruti,21.21 kmpl,1197 CC,81.80bhp,6000rpm,5,White,5,,,,,,,,4,4,DOHC,MPFi
493,2015,"65,138 kms",Second Owner,Petrol,Manual,Hyderabad,6.8 Lakh*,Maruti,17.5 kmpl,1373 CC,91.1 bhp,,7,White,5 Speed,FWD,,,,,,,,,,
494,2017,"45,347 kms",First Owner,Petrol,Manual,Hyderabad,6.8 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Red,5 Speed,,,,,,13.2 Seconds,5,4,4,DOHC,MPFI
495,2016,"72,280 kms",First Owner,Diesel,Manual,Hyderabad,6.8 Lakh*,Maruti,28.09 kmpl,1248 CC,88.5 bhp,,5,White,5 Speed,,,,,,,,,,,
496,2015,"75,000 kms",First Owner,Diesel,Manual,Hyderabad,6.85 Lakh*,Volkswagen,20.34 kmpl,1498 CC,103.2bhp,4400rpm,5,Blue,5 Speed,FWD,,,,,,,4,4,DOHC,Direct Injection
497,2018,"24,000 kms",First Owner,Petrol,Manual,Hyderabad,6.85 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1 bhp,,5,Grey,5 Speed,,,,,,,,,,,
498,2017,"91,000 kms",First Owner,Diesel,Manual,Hyderabad,6.85 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.76 bhp,,5,Red,6 Speed,,,,,,,,,,,
499,2018,"24,000 kms",First Owner,Petrol,Manual,Hyderabad,6.85 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1 bhp,,5,Grey,5 Speed,,,,,,,,,,,
500,2016,"48,865 kms",First Owner,Petrol,Manual,Hyderabad,6.86 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Red Passion,5 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
501,2018,"43,184 kms",First Owner,Petrol,Manual,Hyderabad,6.9 Lakh*,Honda,18.7 kmpl,1199 CC,88.7bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,5,4,4,SOHC,PGM - Fi
502,2016,"33,385 kms",First Owner,Petrol,Manual,Hyderabad,6.9 Lakh*,Maruti,20.85 kmpl,1197 CC,83.14bhp,6000rpm,5,White,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
503,2017,"50,000 kms",First Owner,Diesel,Manual,Hyderabad,6.9 Lakh*,Honda,24.7 kmpl,1498 CC,98.63bhp,3600rpm,5,White,5 Speed,,,,,,,4,4,4,DOHC,CRDi
504,2016,"68,000 kms",First Owner,Diesel,Manual,Hyderabad,6.9 Lakh*,Mahindra,16.5 kmpl,1493 CC,70bhp,3600rpm,7,White,5 Speed,,,,,,,5,4,4,SOHC,CRDi
505,2015,"59,636 kms",First Owner,Diesel,Manual,Hyderabad,6.91 Lakh*,Ford,22.7 kmpl,1498 CC,89.84bhp,3750rpm,5,Black,5 Speed,FWD,,,,182 Kmph,13.5 Seconds,5,4,2,SOHC,Direct Injection
506,2017,"40,321 kms",First Owner,Petrol,Manual,Hyderabad,6.95 Lakh*,Maruti,20.73 kmpl,1373 CC,91.1bhp,6000rpm,5,White,5 Speed,,,,,,,4,4,4,DOHC,MPFI
507,2015,"96,000 kms",First Owner,Diesel,Manual,Hyderabad,6.95 Lakh*,Maruti,24.2 kmpl,1498 CC,93.87bhp,4000rpm,7,Grey,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
508,2018,"28,520 kms",First Owner,Petrol,Manual,Hyderabad,6.95 Lakh*,Honda,18.7 kmpl,1199 CC,88.7bhp,6000rpm,5,Red,5 Speed,,,Disc,Drum,172 Kmph,13.7 Seconds,5,4,4,SOHC,PGM - Fi
509,2019,"43,850 kms",First Owner,Petrol,Automatic,Hyderabad,6.95 Lakh*,Maruti,21.21 kmpl,1197 CC,81.80bhp,6000rpm,5,Red,5,,,,Drum,,12.71s,5,4,4,DOHC,MPFi
510,2017,"76,000 kms",First Owner,Diesel,Manual,Hyderabad,6.95 Lakh*,Maruti,27.39 kmpl,1248 CC,74 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
511,2016,"75,300 kms",First Owner,Diesel,Manual,Hyderabad,6.95 Lakh*,Ford,22.77 kmpl,1498 CC,98.59bhp,3750rpm,5,Grey,5 Speed,FWD,,Ventilated Disc,Drum,182 Kmph,13.5 Seconds,5,4,2,SOHC,Direct Injection
512,2016,"25,000 kms",First Owner,Diesel,Manual,Hyderabad,6.95 Lakh*,Maruti,19.3 kmpl,1248 CC,73.9bhp,4000rpm,5,White,5 Speed,2 WD,,,,,,4,4,4,DOHC,CRDI
513,2016,"86,000 kms",First Owner,Diesel,Automatic,Hyderabad,6.99 Lakh*,Maruti,28.4 kmpl,1248 CC,74.02 bhp,,5,Maroon,5 Speed,FWD,,,,,,,,,,
514,2016,"71,591 kms",First Owner,Diesel,Manual,Hyderabad,7 Lakh*,Nissan,20.45 kmpl,1461 CC,83.8 bhp,,5,Grey,5 Speed,FWD,,,,,,,,,,
515,2016,"25,000 kms",First Owner,Petrol,Manual,Hyderabad,7 Lakh*,Honda,18.7 kmpl,1199 CC,88.7bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,5,4,4,SOHC,PGM - Fi
516,2018,"50,000 kms",Second Owner,Diesel,Automatic,Hyderabad,7 Lakh*,Mahindra,18.49 kmpl,1493 CC,100bhp,3750rpm,7,,5 Speed,RWD,,,,,,,3,2,null,CRDi
517,2016,"81,000 kms",First Owner,Diesel,Automatic,Hyderabad,7 Lakh*,Maruti,28.4 kmpl,1248 CC,74.02bhp,4000rpm,5,Maroon,5 Speed,FWD,,,,,,,4,4,DOHC,CRDI
518,2015,"76,747 kms",First Owner,Petrol,Manual,Hyderabad,7.12 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
519,2021,"21,003 kms",First Owner,Petrol,Manual,Hyderabad,7.14 Lakh*,Maruti,23.26 kmpl,1197 CC,88.50bhp,6000rpm,5,,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
520,2011,"6,00,000 kms",First Owner,Petrol,Manual,Hyderabad,7.2 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Yellow,5 Speed,,,,,,13.2 Seconds,5,4,4,DOHC,MPFI
521,2017,"66,812 kms",First Owner,Diesel,Manual,Hyderabad,7.24 Lakh*,Toyota,23.59 kmpl,1364 CC,67.05bhp,3800rpm,5,Silver,5 Speed,,,,,,,4,4,2,SOHC,CRDi
522,2013,"1,01,744 kms",First Owner,Diesel,Manual,Hyderabad,7.25 Lakh*,Mahindra,15.1 kmpl,2179 CC,140bhp,3750rpm,7,Silver,6 Speed,AWD,,,,,12.5 Seconds,5,4,4,DOHC,Direct Injection
523,2014,"94,000 kms",First Owner,Diesel,Manual,Hyderabad,7.25 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32 bhp,,5,Red,6 Speed,FWD,,,,,,,,,,
524,2014,"78,000 kms",First Owner,Petrol,Manual,Hyderabad,7.25 Lakh*,Honda,17.4 kmpl,1497 CC,117.3bhp,6600rpm,5,Golden Brown,5 Speed,FWD,,,,,,4,4,4,SOHC,PGM-Fi
525,2016,"81,920 kms",First Owner,Diesel,Automatic,Hyderabad,7.25 Lakh*,Maruti,26.59 kmpl,1248 CC,74 bhp,,5,Red,5 Speed,FWD,,,,,,,,,,
526,2018,"90,432 kms",First Owner,Diesel,Manual,Hyderabad,7.25 Lakh*,Maruti,28.4 kmpl,1248 CC,74bhp,4000rpm,5,White,5,FWD,,,,,,5,4,4,DOHC,CRDi
527,2017,"53,282 kms",First Owner,Diesel,Manual,Hyderabad,7.25 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73 bhp,,5,Red,6 Speed,,,,,,,,,,,
528,2019,"29,000 kms",First Owner,Petrol,Manual,Hyderabad,7.25 Lakh*,Maruti,21.01 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
529,2016,"72,000 kms",First Owner,Diesel,Manual,Hyderabad,7.3 Lakh*,Maruti,23.65 kmpl,1248 CC,88.5 bhp,,5,Blue,5 Speed,FWD,,,,,,,,,,
530,2017,"82,175 kms",First Owner,Diesel,Manual,Hyderabad,7.34 Lakh*,Maruti,28.4 kmpl,1248 CC,74.02 bhp,,5,Red,5 Speed,,,,,,,,,,,
531,2016,"53,605 kms",First Owner,Diesel,Manual,Hyderabad,7.35 Lakh*,Maruti,28.09 kmpl,1248 CC,88.5bhp,4000rpm,5,Brown,5 Speed,,,,,,,,4,4,DOHC,CRDI
532,2018,"64,000 kms",First Owner,Diesel,Automatic,Hyderabad,7.35 Lakh*,Maruti,28.4 kmpl,1248 CC,74 bhp,,5,Blue,5,,,,,,,,,,,
533,2018,"33,000 kms",First Owner,Petrol,Manual,Hyderabad,7.45 Lakh*,Tata,17.0 kmpl,1198 CC,108.5bhp,5000rpm,5,White,6 Speed,,,,,,,,3,4,DOHC,MPFI
534,2018,"30,100 kms",First Owner,Petrol,Automatic,Hyderabad,7.45 Lakh*,Maruti,21.21 kmpl,1197 CC,81.80 bhp,,5,Grey,5 Speed,,,,,,,,,,,
535,2016,"68,151 kms",First Owner,Diesel,Manual,Hyderabad,7.45 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73bhp,4000rpm,5,White,6 Speed,FWD,,,,,11.9 Seconds,5,4,4,DOHC,CRDI
536,2020,"20,000 kms",First Owner,Petrol,Automatic,Hyderabad,7.45 Lakh*,Toyota,19.56 kmpl,1197 CC,81.80 bhp,,5,White,5-Speed,FWD,,,,,,,,,,
537,2017,"46,640 kms",First Owner,Petrol,Manual,Hyderabad,7.47 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Grey,5 Speed,,,,,,13.2 Seconds,5,4,4,DOHC,MPFI
538,2013,"1,55,204 kms",First Owner,Diesel,Manual,Hyderabad,7.47 Lakh*,Maruti,20.77 kmpl,1248 CC,88.8bhp,4000rpm,7,Grey,5 Speed,FWD,,,,,13.3 Seconds,5,4,4,DOHC,CRDI
539,2019,"25,000 kms",First Owner,Petrol,Manual,Hyderabad,7.5 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.86bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
540,2017,"65,200 kms",First Owner,Diesel,Manual,Hyderabad,7.5 Lakh*,Honda,21.9 kmpl,1498 CC,98.6bhp,3600rpm,7,Maroon,6 Speed,FWD,,,,,,,4,4,DOHC,Direct Injection
541,2015,"82,000 kms",First Owner,Diesel,Manual,Hyderabad,7.5 Lakh*,Maruti,25.47 kmpl,1248 CC,88.50 bhp,,7,Grey,5 Speed,FWD,,,,,,,4,4,DOHC,CRDI
542,2015,"85,000 kms",First Owner,Diesel,Manual,Hyderabad,7.5 Lakh*,Maruti,25.47 kmpl,1248 CC,88.50 bhp,,7,Grey,5 Speed,FWD,,,,,,,4,4,DOHC,CRDI
543,2018,"95,000 kms",First Owner,Diesel,Manual,Hyderabad,7.5 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73bhp,4000rpm,5,Blue,6 Speed,,,,,,,5,4,4,DOHC,CRDI
544,2011,"1,05,000 kms",First Owner,Diesel,Automatic,Hyderabad,7.5 Lakh*,Volkswagen,14.3 kmpl,1968 CC,167.7bhp,4200rpm,5,Brown,6 Speed,,,,,,,4,4,4,DOHC,Common Rail
545,2017,"83,936 kms",First Owner,Diesel,Manual,Hyderabad,7.5 Lakh*,Maruti,28.4 kmpl,1248 CC,74.02bhp,4000rpm,5,Silver,5 Speed,,,,,,13.03 Seconds,4,4,4,DOHC,CRDI
546,2017,"36,000 kms",First Owner,Diesel,Manual,Hyderabad,7.65 Lakh*,Maruti,27.39 kmpl,1248 CC,74bhp,4000rpm,5,Blue,5 Speed,FWD,,,,,,5,4,4,DOHC,CRDi
547,2017,"54,300 kms",First Owner,Diesel,Manual,Hyderabad,7.65 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88bhp,4200rpm,5,White,5 Speed,,,,,,,5,4,4,DOHC,Direct Injection
548,2014,"48,500 kms",First Owner,Diesel,Manual,Hyderabad,7.7 Lakh*,Mahindra,15.1 kmpl,2179 CC,140bhp,3750rpm,7,Grey,6 Speed,,,,,,,,4,4,DOHC,Direct Injection
549,2018,"66,700 kms",First Owner,Diesel,Manual,Hyderabad,7.75 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88bhp,4200rpm,5,Red,5 Speed,FWD,,,,,,,4,4,DOHC,Direct Injection
550,2015,"85,026 kms",First Owner,Diesel,Manual,Hyderabad,7.75 Lakh*,Mahindra,15.1 kmpl,2179 CC,140bhp,3750rpm,7,Grey,6 Speed,,,,,,,,4,4,DOHC,Direct Injection
551,2015,"50,000 kms",First Owner,Diesel,Manual,Hyderabad,7.75 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,White,5 Speed,,,,,,,5,4,4,DOHC,CRDI
552,2016,"1,12,030 kms",First Owner,Diesel,Automatic,Hyderabad,7.78 Lakh*,Renault,19.6 kmpl,1461 CC,108.45bhp,4000rpm,5,Brown,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDi
553,2009,"82,743 kms",First Owner,Diesel,Automatic,Hyderabad,7.8 Lakh*,BMW,18.48 kmpl,,,,5,Brown,6 Speed,,Power,Ventilated discs,,,,,,,,
554,2016,500 kms,First Owner,Diesel,Manual,Hyderabad,7.82 Lakh*,Maruti,28.09 kmpl,1248 CC,88.5bhp,4000rpm,5,Pearl Midnight Black,5 Speed,FWD,,,,,,4,4,4,DOHC,CRDI
555,2017,"78,000 kms",First Owner,Diesel,Manual,Hyderabad,7.85 Lakh*,Ford,21.7 kmpl,1498 CC,98.96bhp,3750rpm,5,Brown,5 Speed,FWD,,,,,,5,4,4,SOHC,Direct Injection
