index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
184,2018,"14,000 kms",First Owner,Petrol,Manual,Hyderabad,3.55 Lakh*,Maruti,24.7 kmpl,796 CC,47.3bhp,6000rpm,5,Maroon,5 Speed,,,,,140 kmph,19 Seconds,5,3,4,DOHC,MPFi
185,2012,"57,390 kms",First Owner,Petrol,Manual,Hyderabad,3.56 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
186,2009,"85,657 kms",First Owner,Petrol,Manual,Hyderabad,3.6 Lakh*,Maruti,17.5 kmpl,1298 CC,85.8bhp,6000rpm,5,Red,5 Speed,2 WD,,Ventilated Disc,Drum,,,4,4,4,SOHC,MPFI
187,2012,"86,000 kms",First Owner,Diesel,Manual,Hyderabad,3.6 Lakh*,Volkswagen,22.07 kmpl,1199 CC,73.9bhp,4200rpm,5,Grey,5 Speed,FWD,,,,,,5,3,4,,CRDI
188,2011,"37,000 kms",First Owner,Petrol,Automatic,Hyderabad,3.6 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9 bhp,,5,Red,4-Speed,FWD,,,,,,,,,,
189,2017,"18,725 kms",First Owner,Petrol,Manual,Hyderabad,3.6 Lakh*,Renault,23.01 kmpl,999 CC,67bhp,5500rpm,5,Grey,5 Speed,,,,,,,,3,4,DOHC,MPFi
190,2015,"54,000 kms",First Owner,Petrol,Manual,Hyderabad,3.6 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
191,2011,"78,346 kms",First Owner,Petrol,Manual,Hyderabad,3.6 Lakh*,Maruti,17.5 kmpl,1197 CC,85.8bhp,6000rpm,5,White,5 Speed,2 WD,,,,,,4,4,4,SOHC,MPFI
192,2012,"1,03,473 kms",First Owner,Petrol,Manual,Hyderabad,3.65 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
193,2011,"78,000 kms",First Owner,Diesel,Manual,Hyderabad,3.65 Lakh*,Hyundai,21.9 kmpl,1396 CC,90 bhp,,5,White,5-Speed,,,,,,,,,,,
194,2010,"44,900 kms",First Owner,Petrol,Manual,Hyderabad,3.65 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Silver,5 Speed,,,,,,12.29 seconds,5,4,4,,MPFI
195,2018,"27,700 kms",First Owner,Petrol,Manual,Hyderabad,3.65 Lakh*,Maruti,24.7 kmpl,796 CC,47.3bhp,6000rpm,5,Grey,5 Speed,,,,,,19 Seconds,5,3,4,DOHC,MPFi
196,2013,"74,000 kms",First Owner,Diesel,Manual,Hyderabad,3.65 Lakh*,Hyundai,21.9 kmpl,1396 CC,88.76bhp,4000rpm,5,Grey,6 Speed,FWD,,,,,,,4,4,DOHC,CRDI
197,2011,"78,088 kms",First Owner,Petrol,Manual,Hyderabad,3.65 Lakh*,Hyundai,17.0 kmpl,1197 CC,80 bhp,,5,White,5 Speed,,,,,,,,,,,
198,2011,"88,209 kms",First Owner,Diesel,Manual,Hyderabad,3.65 Lakh*,Hyundai,23.0 kmpl,1396 CC,90PS at 4000rpm,,5,Silver,6 Speed,,,,,,,,4,4,DOHC,CRDI
199,2014,"22,107 kms",First Owner,Petrol,Manual,Hyderabad,3.67 Lakh*,Datsun,20.63 kmpl,1198 CC,67 bhp,,5,White,5 Speed,,,,,,,,,,,
200,2012,"68,000 kms",First Owner,Petrol,Manual,Hyderabad,3.7 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,Grey,5 Speed,FWD,,,,,,,3,4,,MPFI
201,2013,"28,600 kms",First Owner,Petrol,Manual,Hyderabad,3.75 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,White,5 Speed,FWD,,,,,,,4,4,SOHC,PGM - Fi
202,2008,"88,321 kms",First Owner,Petrol,Automatic,Hyderabad,3.75 Lakh*,Honda,12.9 kmpl,1799 CC,130 bhp,,5,Grey,5 Speed,,,,,,,,,,,
203,2008,"66,000 kms",First Owner,Petrol,Automatic,Hyderabad,3.75 Lakh*,Honda,12.9 kmpl,1799 CC,130bhp,6300rpm,5,Blue,5 Speed,,,,,,11.3 seconds,4,4,4,SOHC,PGM-FI (Programmed Fuel Injection)
204,2016,"56,000 kms",First Owner,Diesel,Manual,Hyderabad,3.75 Lakh*,Chevrolet,25.44 kmpl,936 CC,56.3 bhp,,5,Grey,5 Speed,,,,,,,,,,,
205,2019,"50,259 kms",First Owner,Petrol,Manual,Hyderabad,3.75 Lakh*,Maruti,24.7 kmpl,796 CC,47.3 bhp,,5,Grey,5 Speed,,,,,,,,,,,
206,2011,"83,000 kms",First Owner,Diesel,Manual,Hyderabad,3.75 Lakh*,Volkswagen,22.07 kmpl,1199 CC,73.9 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
207,2016,"1,20,000 kms",Second Owner,Diesel,Manual,Hyderabad,3.8 Lakh*,Tata,22.95 kmpl,1248 CC,74bhp,4000rpm,5,,5 Speed,FWD,,,,,,,4,4,DOHC,CRDi
208,2018,"14,656 kms",First Owner,Petrol,Manual,Hyderabad,3.8 Lakh*,Renault,23.01 kmpl,999 CC,67bhp,5500rpm,5,Green,5 Speed,,,,,,,,3,4,DOHC,MPFi
209,2018,"53,573 kms",First Owner,Petrol,Automatic,Hyderabad,3.84 Lakh*,Renault,24.04 kmpl,999 CC,67 bhp,,5,Grey,5 Speed,,,,,,,,,,,
210,2011,"1,06,000 kms",Second Owner,Diesel,Manual,Hyderabad,3.85 Lakh*,Maruti,22.9 kmpl,1248 CC,74bhp,4000rpm,5,White,5 Speed,FWD,,,,,,5,4,4,,CRDI
211,2014,"91,000 kms",First Owner,Petrol,Manual,Hyderabad,3.85 Lakh*,Maruti,18.9 kmpl,998 CC,67.1 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
212,2011,"89,686 kms",First Owner,Diesel,Manual,Hyderabad,3.85 Lakh*,Maruti,17.8 kmpl,1248 CC,null bhp,,5,Golden,,,Power,,,,,,,,null,null
213,2016,"77,000 kms",First Owner,Diesel,Manual,Hyderabad,3.85 Lakh*,Maruti,27.62 kmpl,793 CC,47 bhp,,5,White,5 Speed,,,,,,,,,,,
214,2013,"56,000 kms",First Owner,Petrol,Manual,Hyderabad,3.85 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,5,4,4,SOHC,PGM - Fi
215,2015,"87,000 kms",First Owner,Diesel,Manual,Hyderabad,3.85 Lakh*,Mahindra,17.21 kmpl,1493 CC,100bhp,3750rpm,7,White,5 Speed,RWD,,,,,14 Seconds,5,3,4,DOHC,Common Rail
216,2013,"72,000 kms",First Owner,Petrol,Manual,Hyderabad,3.85 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9 bhp,,5,Red,5 Speed,FWD,,,,,,,,,,
217,2015,"66,300 kms",First Owner,Petrol,Manual,Hyderabad,3.89 Lakh*,Maruti,20.51 kmpl,998 CC,67.04bhp,6200rpm,5,Brown,5 Speed,,,,,152 kmph,18.6 Seconds,5,3,4,DOHC,null
218,2010,"75,000 kms",First Owner,Petrol,Automatic,Hyderabad,3.9 Lakh*,Honda,16.8 kmpl,1497 CC,"118PS at 6,600 rpm",,5,White,5 Speed,,,,,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
219,2016,"78,296 kms",First Owner,Diesel,Manual,Hyderabad,3.9 Lakh*,Maruti,21.1 kmpl,1248 CC,73.9bhp,4000rpm,5,White,5-Speed,FWD,,,,,,5,4,4,DOHC,CRDI
220,2011,"70,000 kms",First Owner,Petrol,Manual,Hyderabad,3.9 Lakh*,Maruti,18.6 kmpl,1197 CC,85.8bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
221,2011,"80,000 kms",First Owner,Diesel,Manual,Hyderabad,3.9 Lakh*,Volkswagen,20.54 kmpl,1598 CC,103.6 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
222,2013,"78,000 kms",First Owner,Diesel,Manual,Hyderabad,3.95 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8bhp,4200rpm,5,White,5 Speed,FWD,,,,,16.1 Seconds,5,4,4,DOHC,Direct Injection
223,2013,"83,000 kms",First Owner,Diesel,Manual,Hyderabad,3.95 Lakh*,Maruti,22.9 kmpl,1248 CC,74bhp,4000rpm,5,Orange,5 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
224,2007,"1,13,000 kms",First Owner,Petrol,Automatic,Hyderabad,3.95 Lakh*,Honda,14.0 kmpl,,,,5,White,,,Power,,,,,5,,,,
225,2013,"75,409 kms",First Owner,Diesel,Manual,Hyderabad,3.95 Lakh*,Maruti,21.79 kmpl,1248 CC,88.73bhp,4000 rpm,5,White,5 Speed,FWD,,,,,,5,4,4,DOHC,Direct Injection
226,2017,"70,100 kms",First Owner,Diesel,Manual,Hyderabad,3.95 Lakh*,Hyundai,24.4 kmpl,1120 CC,71 bhp,,5,Silver,5 Speed,,,,,,,,,,,
227,2011,"83,251 kms",First Owner,Diesel,Manual,Hyderabad,3.95 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,Silver,6 Speed,FWD,,,,190km/hr,10.62 Seconds,4,4,4,DOHC,CRDI
228,2014,"1,04,481 kms",First Owner,Diesel,Manual,Hyderabad,3.95 Lakh*,Honda,25.8 kmpl,1498 CC,98.6 bhp,,5,Brown,5 Speed,FWD,,,,,,,,,,
229,2019,"50,259 kms",First Owner,Petrol,Manual,Hyderabad,3.97 Lakh*,Maruti,24.7 kmpl,796 CC,47.3bhp,6000rpm,5,Grey,5 Speed,,,,,,19 Seconds,5,3,4,DOHC,MPFi
230,2012,"75,000 kms",First Owner,Diesel,Manual,Hyderabad,3.99 Lakh*,Toyota,23.59 kmpl,1364 CC,null bhp,,5,White,,,Power,,,,,,,,,
231,2014,"1,45,000 kms",First Owner,Diesel,Manual,Hyderabad,3.99 Lakh*,Mahindra,17.21 kmpl,1493 CC,100bhp,3750rpm,7,White,5 Speed,RWD,,,,,,5,3,4,DOHC,Common Rail
232,2014,"1,34,000 kms",First Owner,Diesel,Manual,Hyderabad,3.99 Lakh*,Mahindra,17.21 kmpl,1493 CC,100bhp,3750rpm,7,White,5 Speed,RWD,,,,,,5,3,4,DOHC,Common Rail
233,2007,"1,76,000 kms",First Owner,Petrol,Automatic,Hyderabad,3.99 Lakh*,Honda,10.1 kmpl,2354 CC,152 PS , 6000 rpm,5,White,5 Speed,,,,262mm Disc & Drum Combination,182 kmph,11.2 seconds,5,4,4,DOHC,PGM-FI
234,2014,"1,47,000 kms",First Owner,Diesel,Manual,Hyderabad,3.99 Lakh*,Mahindra,17.21 kmpl,1493 CC,100bhp,3750rpm,7,White,5 Speed,RWD,,,,,,5,3,4,DOHC,Common Rail
235,2018,"18,600 kms",Second Owner,Petrol,Automatic,Hyderabad,3.99 Lakh*,Maruti,23.95 kmpl,998 CC,67.1bhp,6000rpm,5,Red,5 Speed,,,,,,,5,3,4,DOHC,MPFi
236,2009,"78,000 kms",First Owner,Petrol,Manual,Hyderabad,3.99 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Red,5 Speed,,,,,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
237,2012,"57,001 kms",First Owner,Petrol,Automatic,Hyderabad,3.99 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,White,4-Speed,FWD,,,Drum,,,4,4,4,DOHC,MPFI
238,2016,"70,000 kms",First Owner,Petrol,Manual,Hyderabad,4 Lakh*,Renault,23.01 kmpl,999 CC,67bhp,5500rpm,5,Silver,5 Speed,,,,,,,5,3,4,DOHC,MPFi
239,2008,"1,02,523 kms",First Owner,Diesel,Manual,Hyderabad,4 Lakh*,Mahindra,12.05 kmpl,2179 CC,120bhp,4000rpm,7,Brown,5 Speed,FWD,,,,,,5,4,4,null,CRDI
240,2012,"92,173 kms",First Owner,Diesel,Manual,Hyderabad,4 Lakh*,Hyundai,21.27 kmpl,1396 CC,88.76bhp,4000rpm,5,White,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
241,2015,"31,800 kms",First Owner,Petrol,Manual,Hyderabad,4 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,Grey,5 Speed,,,,,,12.9 Seconds,5,4,4,DOHC,MPFI
242,2010,"84,935 kms",First Owner,Petrol,Manual,Hyderabad,4.03 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Red,5 Speed,,,Disc,Drum,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
243,2016,"24,800 kms",First Owner,Petrol,Manual,Hyderabad,4.1 Lakh*,Maruti,15.37 kmpl,1196 CC,73bhp,6000rpm,5,Grey,5 Speed,,,,,,,5,4,4,DOHC,MPFi
244,2012,"96,117 kms",First Owner,Diesel,Manual,Hyderabad,4.1 Lakh*,Skoda,20.5 kmpl,1598 CC,103.5bhp,4400rpm,5,Silver,5 Speed,,,,Drum,,,4,4,4,DOHC,Direct Injection
245,2011,"78,310 kms",First Owner,Petrol,Manual,Hyderabad,4.14 Lakh*,Maruti,,,,,,,,,,,,,,,,,,
246,2011,"37,000 kms",First Owner,Petrol,Automatic,Hyderabad,4.15 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,4-Speed,FWD,,,,,,,4,4,DOHC,MPFI
247,2017,"14,101 kms",First Owner,Petrol,Automatic,Hyderabad,4.15 Lakh*,Renault,24.04 kmpl,999 CC,67bhp,5500rpm,5,Red,5 Speed,,,,,,,5,3,4,DOHC,MPFi
248,2018,"21,187 kms",First Owner,Petrol,Automatic,Hyderabad,4.2 Lakh*,Renault,24.04 kmpl,999 CC,67 bhp,,5,OBronze,5 Speed,,,,,,,,,,,
249,2018,"8,009 kms",First Owner,Petrol,Manual,Hyderabad,4.2 Lakh*,Renault,25.17 kmpl,799 CC,53.3bhp,5678rpm,5,Grey,5 Speed,,,,,135 Kmph,16 Seconds,5,3,4,DOHC,MPFi
250,2014,"1,16,000 kms",Test Drive Car,Diesel,Manual,Hyderabad,4.2 Lakh*,Honda,25.8 kmpl,1498 CC,98.6bhp,3600rpm,5,Silver,5 Speed,,,,Drum,170 Kmph,17 Seconds,4,4,4,DOHC,
251,2010,"92,000 kms",First Owner,Diesel,Automatic,Hyderabad,4.2 Lakh*,Skoda,17.0 kmpl,1896 CC,105PS ,4000rpm,5,White,6 Speed,,,,,,,4,4,4,SOHC,Direct Injection
252,2012,"67,000 kms",First Owner,Diesel,Manual,Hyderabad,4.2 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73bhp,4000rpm,5,Silver,6 Speed,,,,Drum,180 Kmph,11.9 Seconds,5,4,4,DOHC,CRDI
253,2013,"85,321 kms",First Owner,Diesel,Manual,Hyderabad,4.25 Lakh*,Honda,25.8 kmpl,1498 CC,98.6bhp,3600rpm,5,Brown,5 Speed,,,,,170 Kmph,17 Seconds,4,4,4,DOHC,
254,2012,"75,000 kms",First Owner,Diesel,Manual,Hyderabad,4.25 Lakh*,Mahindra,15.96 kmpl,2523 CC,62.1bhp,3200rpm,7,Black,5 Speed,,,,,,30.3 Seconds,5,4,2,SOHC,CRDi
255,2012,"80,000 kms",First Owner,Diesel,Manual,Hyderabad,4.25 Lakh*,Mahindra,15.96 kmpl,2523 CC,62.1 bhp,,7,Black,5 Speed,,,,,,,,,,,
256,2010,"59,396 kms",First Owner,Petrol,Manual,Hyderabad,4.25 Lakh*,Honda,14.8 kmpl,1799 CC,130.2bhp,6300rpm,5,Grey,5 Speed,FWD,,,,,,4,4,4,SOHC,PGM-FI (Programmed Fuel Injection)
257,2013,"73,000 kms",First Owner,Diesel,Manual,Hyderabad,4.25 Lakh*,Ford,20.0 kmpl,1399 CC,68.05 bhp,,5,Grey,5 Speed,FWD,,,,,,,,,,
258,2008,"61,321 kms",First Owner,Petrol,Automatic,Hyderabad,4.25 Lakh*,Honda,12.9 kmpl,1799 CC,130bhp,6300rpm,5,Violet,5 Speed,,,,,195 kmph,11.3 seconds,4,4,4,SOHC,PGM-FI (Programmed Fuel Injection)
259,2020,"18,200 kms",First Owner,Petrol,Manual,Hyderabad,4.25 Lakh*,Maruti,24.7 kmpl,796 CC,47.3bhp,6000rpm,5,Red,5 Speed,,,Solid Disc,Drum,140 kmph,19 Seconds,5,3,4,DOHC,MPFi
260,2013,"75,000 kms",First Owner,Diesel,Manual,Hyderabad,4.25 Lakh*,Hyundai,21.9 kmpl,1396 CC,88.76bhp,4000rpm,5,White,6 Speed,FWD,,,,,,,4,4,DOHC,CRDI
261,2009,"80,000 kms",First Owner,Petrol,Manual,Hyderabad,4.25 Lakh*,Skoda,13.4 kmpl,1798 CC,157.8bhp,4500-6200rpm,5,Black,6 Speed,,,,,,9.7 Seconds,4,4,4,DOHC,Direct Injection
262,2013,"48,698 kms",Second Owner,Petrol,Manual,Hyderabad,4.25 Lakh*,Toyota,16.78 kmpl,1496 CC,88.73bhp,5600rpm,5,White,5 Speed,,,,,,,4,4,4,DOHC,EFI
263,2013,"1,10,000 kms",Second Owner,Diesel,Manual,Hyderabad,4.25 Lakh*,Volkswagen,20.54 kmpl,1598 CC,103.6bhp,4400rpm,5,White,5 Speed,FWD,,,Drum,186km/hr,,4,4,4,DOHC,CRDI
264,2017,"81,643 kms",First Owner,Petrol,Manual,Hyderabad,4.25 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,White,5 Speed,FWD,,,,,,,3,4,,MPFI
265,2015,"48,518 kms",First Owner,Petrol,Manual,Hyderabad,4.26 Lakh*,Maruti,21.79 kmpl,998 CC,67.05bhp,5500rpm,5,Grey,5 Speed,,,,,,,,3,4,DOHC,MPFI
266,2018,"80,454 kms",First Owner,Petrol,Automatic,Hyderabad,4.3 Lakh*,Maruti,21.63 kmpl,998 CC,67bhp,6000rpm,5,Grey,AGS,,,,,,,5,3,4,,MPFi
267,2015,"51,000 kms",First Owner,Petrol,Manual,Hyderabad,4.3 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,Red,5 Speed,,,,,,,5,4,4,SOHC,PGM - Fi
268,2015,"51,456 kms",First Owner,Petrol,Automatic,Hyderabad,4.32 Lakh*,Nissan,19.34 kmpl,1198 CC,76bhp,6000rpm,5,Silver,5 Speed,FWD,,,,,,,3,4,DOHC,null
269,2018,"54,423 kms",First Owner,Petrol,Manual,Hyderabad,4.32 Lakh*,Renault,23.01 kmpl,999 CC,67bhp,5500rpm,5,Bronze,5 Speed,,,,,,,5,3,4,DOHC,MPFi
270,2018,"39,303 kms",First Owner,Petrol,Manual,Hyderabad,4.32 Lakh*,Maruti,15.37 kmpl,1196 CC,73bhp,6000rpm,7,Grey,5 Speed,,,,,,,5,4,4,DOHC,MPFi
271,2013,"80,000 kms",First Owner,Diesel,Manual,Hyderabad,4.35 Lakh*,Maruti,22.9 kmpl,1248 CC,74bhp,4000rpm,5,Grey,5 Speed,FWD,,,,158km/hr,13.75 Seconds,5,4,4,DOHC,CRDI
272,2016,"66,134 kms",First Owner,Petrol,Manual,Hyderabad,4.37 Lakh*,Maruti,21.79 kmpl,998 CC,67.05bhp,5500rpm,5,White,5 Speed,,,,,,,5,3,4,DOHC,MPFI
273,2018,"15,900 kms",First Owner,Petrol,Manual,Hyderabad,4.39 Lakh*,Tata,23.84 kmpl,1199 CC,84bhp,6000rpm,5,Brown,5 Speed,,,,,,,5,3,4,DOHC,MPFi
274,2018,"25,104 kms",First Owner,Petrol,Manual,Hyderabad,4.4 Lakh*,Maruti,20.89 kmpl,1197 CC,81.80 bhp,,5,Met granite grey,5 Speed,,,,,,,,,,,
275,2011,"86,905 kms",First Owner,Petrol,Manual,Hyderabad,4.4 Lakh*,Honda,16.8 kmpl,1497 CC,116.4bhp,6600rpm,5,Grey,5 Speed,FWD,,Disc,Drum,,,4,4,4,SOHC,EFI (Electronic Fuel Injection)
276,2019,"17,166 kms",First Owner,Petrol,Manual,Hyderabad,4.41 Lakh*,Renault,25.17 kmpl,799 CC,53.3bhp,5678rpm,5,Fiery Red,5 Speed,,,,,,16 Seconds,5,3,4,DOHC,MPFi
277,2011,"1,59,000 kms",First Owner,Diesel,Manual,Hyderabad,4.45 Lakh*,Tata,13.7 kmpl,2179 CC,138.1bhp,4000rpm,7,White,5 Speed,FWD,,,,,,5,4,4,,MPFI
278,2014,"98,754 kms",First Owner,Diesel,Automatic,Hyderabad,4.45 Lakh*,Skoda,21.66 kmpl,1498 CC,103.52 bhp,,5,White,7 Speed,FWD,,,,,,,,,,
279,2013,"46,000 kms",First Owner,Petrol,Manual,Hyderabad,4.45 Lakh*,Honda,18.0 kmpl,1198 CC,86.7bhp,6000rpm,5,Black,5 Speed,,,,,,,4,4,4,SOHC,
280,2017,"50,000 kms",Second Owner,Diesel,Manual,Hyderabad,4.5 Lakh*,Ford,25.83 kmpl,1498 CC,99bhp,3750rpm,5,,5 Speed,FWD,,,,,,5,4,2,SOHC,Common Rail
281,2013,"1,04,000 kms",First Owner,Diesel,Manual,Hyderabad,4.5 Lakh*,Hyundai,23.5 kmpl,1396 CC,88.7bhp,4000rpm,5,Silver,6 Speed,FWD,,Disc,Disc,,,4,4,4,DOHC,CRDI
282,2014,"57,000 kms",First Owner,Diesel,Manual,Hyderabad,4.5 Lakh*,Hyundai,24.4 kmpl,1120 CC,71bhp,4000rpm,5,White,5 Speed,,,,,,,4,3,4,DOHC,CRDI
283,2010,"1,05,000 kms",First Owner,Diesel,Manual,Hyderabad,4.5 Lakh*,Chevrolet,18.3 kmpl,1991 CC,147.9bhp,4000rpm,5,Black,5 Speed,,,,,,,4,4,4,SOHC,CRDI
284,2018,"48,008 kms",First Owner,Electric,Automatic,Hyderabad,4.5 Lakh*,Mahindra,0.0 km/hr,0 CC,41.57bhp,3500rpm,5,White,Fully Automatic,,,,,,,4,0,0,undefined,Electric
285,2015,"1,50,000 kms",First Owner,Diesel,Manual,Hyderabad,4.5 Lakh*,Ford,25.83 kmpl,1498 CC,99bhp,3750rpm,5,Red,5 Speed,FWD,,,,,,4,4,2,SOHC,Common Rail
286,2011,"77,727 kms",First Owner,Petrol,Manual,Hyderabad,4.5 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Grey,5 Speed,,,,Drum,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
287,2011,"88,000 kms",First Owner,Diesel,Manual,Hyderabad,4.5 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,White,6 Speed,FWD,,,,,10.62 Seconds,4,4,4,DOHC,CRDI
288,2018,"45,005 kms",First Owner,Electric,Automatic,Hyderabad,4.5 Lakh*,Mahindra,0.0 km/hr,0 CC,41.57bhp,3500rpm,5,White,Fully Automatic,,,,,,,4,0,0,undefined,Electric
289,2014,"60,500 kms",First Owner,Petrol,Automatic,Hyderabad,4.5 Lakh*,Maruti,17.16 kmpl,1197 CC,85.80bhp,6000rpm,5,White,4 Speed,,,,,,,5,4,4,DOHC,MPFI
290,2018,"46,505 kms",First Owner,Electric,Automatic,Hyderabad,4.5 Lakh*,Mahindra,0.0 km/hr,0 CC,41.57 bhp,,5,White,Fully Automatic,,,,,,,,,,,
291,2011,"66,000 kms",First Owner,Petrol,Manual,Hyderabad,4.5 Lakh*,Toyota,14.53 kmpl,1798 CC,138.1bhp,6400rpm,5,White,6 Speed,FWD,,,,,10.42Seconds,4,4,4,DOHC,EFI(Electronic Fuel Injection)
292,2018,"47,007 kms",First Owner,Electric,Automatic,Hyderabad,4.5 Lakh*,Mahindra,0.0 km/hr,0 CC,41.57bhp,3500rpm,5,White,Fully Automatic,,,,,,,4,0,0,undefined,Electric
293,2018,"49,009 kms",First Owner,Electric,Automatic,Hyderabad,4.5 Lakh*,Mahindra,0.0 km/hr,0 CC,41.57bhp,3500rpm,5,White,Fully Automatic,,,,,,,4,0,0,undefined,Electric
294,2015,"14,798 kms",Second Owner,Petrol,Automatic,Hyderabad,4.51 Lakh*,Maruti,21.63 kmpl,998 CC,67.05bhp,6000rpm,5,Red,5 Speed,,,,,,,5,3,4,DOHC,MPFi
295,2015,"45,000 kms",First Owner,Petrol,Automatic,Hyderabad,4.55 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,White,5 Speed,,,,,,,5,3,4,DOHC,MPFi
296,2013,"68,028 kms",First Owner,Petrol,Manual,Hyderabad,4.55 Lakh*,Maruti,19.1 kmpl,1197 CC,85.8bhp,6000rpm,5,Silver,5 Speed,FWD,,,,,12.6 Seconds,4,4,4,,MPFI
297,2017,"35,761 kms",First Owner,Petrol,Manual,Hyderabad,4.59 Lakh*,Maruti,21.79 kmpl,998 CC,67.05bhp,5500rpm,5,Magma Grey,5 Speed,,,,,,,5,3,4,DOHC,MPFI
298,2013,"72,000 kms",First Owner,Diesel,Manual,Hyderabad,4.6 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8bhp,4200rpm,5,Grey,5 Speed,FWD,,,Drum,163 Kmph,16.1 Seconds,5,4,4,DOHC,Direct Injection
299,2012,"1,10,786 kms",First Owner,Diesel,Manual,Hyderabad,4.6 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,White,6 Speed,FWD,,,Disc,190km/hr,10.62 Seconds,4,4,4,DOHC,CRDI
300,2014,"7,281 kms",First Owner,Diesel,Manual,Hyderabad,4.6 Lakh*,Hyundai,24.0 kmpl,1120 CC,70bhp,4000rpm,5,White,5 Speed,,,,,157 Kmph,15.6 Seconds,5,3,4,DOHC,CRDi
301,2013,"49,361 kms",First Owner,Petrol,Manual,Hyderabad,4.64 Lakh*,Volkswagen,15.04 kmpl,1598 CC,103.2bhp,5250rpm,5,Terra Beige,5 Speed,,,,,185 kmph,12.3 Seconds,4,4,4,DOHC,MPFI
302,2015,"52,173 kms",First Owner,Diesel,Manual,Hyderabad,4.64 Lakh*,Maruti,27.62 kmpl,793 CC,47bhp,3500rpm,5,Grey,5 Speed,,,,Drum,130 Kmph,21.9 Seconds,5,2,4,SOHC,CRDi
303,2013,"1,15,000 kms",Test Drive Car,Diesel,Manual,Hyderabad,4.65 Lakh*,Renault,19.01 kmpl,1461 CC,108.45bhp,3900rpm,5,Silver,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
304,2012,"88,321 kms",First Owner,Petrol,Automatic,Hyderabad,4.65 Lakh*,Volkswagen,14.4 kmpl,1598 CC,103.6bhp,5250rpm,5,White,6 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
305,2011,"72,000 kms",First Owner,Petrol,Manual,Hyderabad,4.65 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Metallic Grey,5 Speed,,,,,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
306,2014,"61,398 kms",First Owner,Diesel,Manual,Hyderabad,4.65 Lakh*,Hyundai,24.0 kmpl,1120 CC,70bhp,4000rpm,5,Blue,5 Speed,,,,Drum,157 Kmph,15.6 Seconds,5,3,4,DOHC,CRDi
307,2014,"77,000 kms",First Owner,Diesel,Manual,Hyderabad,4.65 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8 bhp,,5,Red,5 Speed,FWD,,,,,,,,,,
