index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
287,2009,"77,996 kms",Third Owner,Petrol,Automatic,Bangalore,4 Lakh*,Honda,13.9 kmpl,1799 CC,130.2bhp,6300rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Disc,195km/hr,9.6 Seconds,4,4,4,SOHC,PGM-FI (Programmed Fuel Injection)
288,2015,"39,000 kms",Second Owner,Petrol,Manual,Bangalore,3.95 Lakh*,Maruti,21.1 kmpl,1197 CC,85.80bhp,6000rpm,5,Red,5-Speed,FWD,Power,Ventilated Disk,Drum,156km/hr,14.2,5,4,4,DOHC,MPFi
289,2011,"72,553 kms",First Owner,Diesel,Manual,Bangalore,4 Lakh*,Volkswagen,22.07 kmpl,1199 CC,73.9bhp,4200rpm,5,White,5 Speed,FWD,,Disc,Drum,164.1km/hr,14.4 Seconds,5,3,4,,CRDI
290,2014,"68,345 kms",Second Owner,Petrol,Manual,Bangalore,4.05 Lakh*,Ford,15.6 kmpl,1196 CC,70 bhp,,5,Grey,5 Speed,Front Wheel Drive,,,,,,,,,,
291,2007,"2,19,600 kms",Third Owner,Diesel,Manual,Bangalore,4.1 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,Silver,5 Speed,,,Ventilated Disc,Drum,151 kmph,17.5 seconds,5,4,4,DOHC,CRDI
292,2012,"1,10,000 kms",Third Owner,Diesel,Manual,Bangalore,4.1 Lakh*,Mahindra,12.05 kmpl,2179 CC,120bhp,4000rpm,9,Grey,5 Speed,FWD,,Disc,Drum,,,5,4,4,,CRDI
293,2015,"74,252 kms",First Owner,Petrol,Automatic,Bangalore,4.1 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,Silver,5 Speed,,Power,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
294,2013,"70,000 kms",Second Owner,Diesel,Manual,Bangalore,4.1 Lakh*,Hyundai,24.0 kmpl,1120 CC,70bhp,4000rpm,5,Maroon,5 Speed,FWD,Power,Disc,Drum,157 Kmph,15.6 Seconds,5,3,4,DOHC,CRDi
295,2015,"36,000 kms",First Owner,Petrol,Automatic,Bangalore,4.15 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,White,5 Speed,,Power,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
296,2011,"75,268 kms",First Owner,Diesel,Manual,Bangalore,4.15 Lakh*,Volkswagen,20.54 kmpl,1598 CC,103.6bhp,4400rpm,5,Black,5 Speed,FWD,,Disc,Drum,186km/hr,,4,4,4,DOHC,CRDI
297,2019,"18,208 kms",First Owner,Petrol,Manual,Bangalore,4.18 Lakh*,Maruti,22.05 kmpl,796 CC,47.33 bhp,,5,Silver,5 Speed,,,,,,,,,,,
298,2015,"57,886 kms",First Owner,Petrol,Automatic,Bangalore,4.2 Lakh*,Maruti,23.1 kmpl,998 CC,67.04 bhp,,5,Silver,5 Speed,,,,,,,,,,,
299,2012,"86,000 kms",First Owner,Diesel,Manual,Bangalore,4.2 Lakh*,Skoda,20.5 kmpl,1598 CC,103.5bhp,4400rpm,5,Red,5-speed,FWD,Power,Disc,Drum,,,4,4,4,DOHC,Direct Injection
300,2010,"76,000 kms",Third Owner,Diesel,Manual,Bangalore,4.2 Lakh*,Toyota,21.43 kmpl,1364 CC,87.2bhp,3800rpm,5,White,6 Speed,FWD,Power,Ventilated Disc,Solid Disc,,,4,4,4,SOHC,Common Rail
301,2014,"27,000 kms",Second Owner,Petrol,Automatic,Bangalore,4.25 Lakh*,Maruti,23.1 kmpl,998 CC,67.04 bhp,,5,Blue,5 Speed,,,,,,,,,,,
302,2016,"35,043 kms",Second Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Red,5 Speed,,,,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
303,2014,"49,000 kms",Second Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Honda,19.4 kmpl,1198 CC,86.8 bhp,,5,Grey,5 Speed,,,,,,,,,,,
304,2015,"96,000 kms",First Owner,Diesel,Manual,Bangalore,4.25 Lakh*,Ford,20.0 kmpl,1399 CC,68.05bhp,4000rpm,5,Maroon,5 Speed,,Power,Ventilated Disc,Drum,,,5,4,2,SOHC,Common Rail
305,2011,"75,146 kms",Second Owner,Diesel,Manual,Bangalore,4.25 Lakh*,Volkswagen,22.07 kmpl,1199 CC,73.9bhp,4200rpm,5,White,5 Speed,FWD,Power,Disc,Drum,164.1km/hr,14.4 Seconds,5,3,4,,CRDI
306,2012,"81,000 kms",First Owner,Diesel,Manual,Bangalore,4.25 Lakh*,Hyundai,21.9 kmpl,1396 CC,90PS at 4000rpm,,5,White,5-Speed,,Power,Disc,Disc,,,5,4,4,DOHC,CRDI
307,2013,"97,037 kms",Second Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Nissan,16.95 kmpl,1498 CC,97.7bhp,6000rpm,5,Blue,5 Speed,,,Ventilated Disc,Drum,,,4,4,4,DOHC,EFIC
308,2019,"5,000 kms",First Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Renault,20.71 kmpl,799 CC,53.26 bhp,,5,Red,5 Speed,,,,,,,,,,,
309,2014,"75,000 kms",Second Owner,Diesel,Manual,Bangalore,4.25 Lakh*,Honda,25.8 kmpl,1498 CC,98.6bhp,3600rpm,5,White,5 Speed,FWD,Power,Disc,Drum,170 Kmph,17 Seconds,4,4,4,DOHC,
310,2013,"58,017 kms",First Owner,Diesel,Manual,Bangalore,4.25 Lakh*,Honda,25.8 kmpl,1498 CC,98.6 bhp,,5,Blue,5 Speed,,,,,,,,,,,
311,2011,"90,000 kms",Second Owner,Petrol,Automatic,Bangalore,4.25 Lakh*,Volkswagen,14.4 kmpl,1598 CC,103.6bhp,5250rpm,5,Silver,6 Speed,FWD,,Disc,Drum,183km/hr,,4,4,4,DOHC,MPFI
312,2013,"56,000 kms",Second Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Hyundai,18.5 kmpl,1197 CC,82.9 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
313,2004,"1,45,000 kms",First Owner,Diesel,Manual,Bangalore,4.25 Lakh*,Chevrolet,14.8 kmpl,2499 CC,80 ," 3,900 (PS",7,Black,5 Speed,2WD,Manual,Ventilated Disc,Drum,138 kmph,22.3 seconds,5,4,2,OHV / Pushrod,Direct Injection
314,2011,"78,647 kms",Second Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Toyota,18.3 kmpl,1197 CC,null,,5,Blue,,,Power,,,,,4,4,4,null,null
315,2014,"75,000 kms",First Owner,Diesel,Manual,Bangalore,4.25 Lakh*,Tata,20.65 kmpl,1248 CC,88.7bhp,4000rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,158 Kmph,15 Seconds,4,4,4,DOHC,CRDi
316,2018,"25,000 kms",First Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Maruti,15.37 kmpl,1196 CC,73 bhp,,7,Grey,5 Speed,,,,,,,,,,,
317,2011,"67,000 kms",First Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Volkswagen,15.04 kmpl,1598 CC,103.6bhp,5250rpm,5,Silver,5 Speed,FWD,,Disc,Drum,185km/hr,,4,4,4,DOHC,MPFI
318,2018,"18,000 kms",First Owner,Petrol,Automatic,Bangalore,4.25 Lakh*,Renault,24.04 kmpl,999 CC,67 bhp,,5,BRONZE,5 Speed,,,,,,,,,,,
319,2014,"59,000 kms",First Owner,Petrol,Manual,Bangalore,4.25 Lakh*,Honda,19.4 kmpl,1198 CC,86.8 bhp,,5,Silver,5 Speed,,,,,,,,,,,
320,2015,"60,000 kms",Second Owner,Petrol,Manual,Bangalore,4.3 Lakh*,Maruti,20.4 kmpl,1197 CC,81.80bhp,6000rpm,5,White,5 Speed,,,Ventilated Disc,Drum,165 kmph,12.6 Seconds,5,4,4,DOHC,MPFI
321,2014,"44,000 kms",Second Owner,Petrol,Manual,Bangalore,4.3 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
322,2014,"84,000 kms",First Owner,Petrol,Manual,Bangalore,4.3 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,,5 Speed,FWD,,Disc,Drum,165 Kmph,12.9 Seconds,5,4,4,DOHC,MPFI
323,2016,"1,10,000 kms",Second Owner,Diesel,Manual,Bangalore,4.3 Lakh*,Nissan,22.71 kmpl,1461 CC,84.8 bhp,,5,Pearl white,5 Speed,,,,,,,,,,,
324,2015,"49,524 kms",First Owner,Petrol,Manual,Bangalore,4.3 Lakh*,Tata,17.57 kmpl,1193 CC,88.7bhp,5000rpm,5,Blue,5 Speed,FWD,,Disc,Drum,154 Kmph,17 Seconds,4,4,2,SOHC,MPFi
325,2017,"19,000 kms",First Owner,Petrol,Manual,Bangalore,4.35 Lakh*,Maruti,20.51 kmpl,998 CC,67.04bhp,6200rpm,5,White,5 Speed,,Power,Ventilated Disc,Drum,152 kmph,18.6 Seconds,5,3,4,DOHC,null
326,2018,"42,000 kms",First Owner,Petrol,Automatic,Bangalore,4.35 Lakh*,Maruti,23.95 kmpl,998 CC,67.05bhp,6000rpm,5,Silver,5 Speed,,,Ventilated Disc,Drum,145 Kmph,13.3 Seconds,5,3,4,DOHC,MPFi
327,2013,"43,000 kms",Second Owner,Petrol,Manual,Bangalore,4.35 Lakh*,Hyundai,18.5 kmpl,1197 CC,82.85bhp,6000rpm,5,Brown,5 Speed,FWD,Power,Disc,Drum,,,5,4,4,DOHC,MPFI
328,2015,"93,790 kms",First Owner,Petrol,Automatic,Bangalore,4.35 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
329,2008,"1,19,849 kms",Second Owner,Petrol,Manual,Bangalore,4.35 Lakh*,Toyota,14.53 kmpl,1798 CC,138.1bhp,6400rpm,5,Silver,6 Speed,FWD,,Ventilated Disc,Solid Disc,205km/hr,10.42Seconds,4,4,4,DOHC,EFI(Electronic Fuel Injection)
330,2017,"87,000 kms",First Owner,Petrol,Manual,Bangalore,4.35 Lakh*,Volkswagen,17.0 kmpl,1198 CC,73.75bhp,5400rpm,5,Brown,5 Speed,,Power,Disc,Drum,,,4,3,4,DOHC,MPFI
331,2015,"67,000 kms",Third Owner,Petrol,Manual,Bangalore,4.35 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,,5 Speed,FWD,,Disc,Drum,165 Kmph,12.9 Seconds,5,4,4,DOHC,MPFI
332,2015,"36,897 kms",Second Owner,Petrol,Automatic,Bangalore,4.36 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
333,2011,"80,232 kms",Second Owner,Diesel,Manual,Bangalore,4.36 Lakh*,Volkswagen,20.54 kmpl,1598 CC,103.6bhp,4400rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,186km/hr,,4,4,4,DOHC,CRDI
334,2013,"53,860 kms",First Owner,Petrol,Manual,Bangalore,4.38 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Silver,5 Speed,FWD,,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
335,2011,"97,000 kms",Second Owner,Diesel,Manual,Bangalore,4.38 Lakh*,Maruti,19.3 kmpl,1248 CC,73.9bhp,4000rpm,5,White,5 Speed,2 WD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,CRDI
336,2011,"32,000 kms",Second Owner,Petrol,Manual,Bangalore,4.4 Lakh*,Toyota,16.78 kmpl,1496 CC,88.73bhp,5600rpm,5,Silver,5 Speed,FWD,Power,Ventilated DIsc,Drum,180 Kmph,10.6 Seconds,4,4,4,DOHC,EFI
337,2014,"1,20,000 kms",Third Owner,Diesel,Manual,Bangalore,4.4 Lakh*,Maruti,22.9 kmpl,1248 CC,74bhp,4000rpm,5,Black,5 Speed,FWD,Power,Ventilated Disc,Drum,,,5,4,4,,CRDI
338,2019,"7,858 kms",First Owner,Petrol,Automatic,Bangalore,4.4 Lakh*,Renault,24.04 kmpl,999 CC,67bhp,5500rpm,5,Brown,5 Speed,,,Disc,Drum,,,5,3,4,DOHC,MPFi
339,2007,"1,10,000 kms",Second Owner,Diesel,Manual,Bangalore,4.4 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,,5 Speed,,Power,,,151 kmph,17.5 seconds,5,4,4,DOHC,CRDI
340,2015,"53,340 kms",First Owner,Petrol,Manual,Bangalore,4.45 Lakh*,Maruti,25.24 kmpl,998 CC,65.71bhp,5500rpm,5,Grey,5-Speed,,Electric,Ventilated Disc,Drum,,,5,3,4,,
341,2019,"15,000 kms",First Owner,Petrol,Automatic,Bangalore,4.45 Lakh*,Renault,24.04 kmpl,999 CC,67bhp,5500rpm,5,Green,5 Speed,,Power,Disc,Drum,133.9 kmph,17.30 Seconds,5,3,4,DOHC,MPFi
342,2012,"57,000 kms",Second Owner,Petrol,Manual,Bangalore,4.45 Lakh*,Hyundai,17.43 kmpl,1396 CC,105.5bhp,6300rpm,5,White,5 Speed,FWD,Power,Disc,Disc,,,4,4,4,DOHC,MPFI
343,2017,"27,500 kms",Second Owner,Petrol,Manual,Bangalore,4.45 Lakh*,Maruti,20.51 kmpl,998 CC,67.04bhp,6200rpm,5,,5 Speed,FWD,,Ventilated Disc,Drum,152 kmph,18.6 Seconds,5,3,4,DOHC,null
344,2018,"32,000 kms",First Owner,Petrol,Automatic,Bangalore,4.45 Lakh*,Renault,24.04 kmpl,999 CC,67bhp,5500rpm,5,Silver,5 Speed,,,Disc,Drum,159.4 kmph,17.44 Seconds,5,3,4,DOHC,MPFi
345,2018,"56,000 kms",First Owner,Petrol,Automatic,Bangalore,4.45 Lakh*,Maruti,23.95 kmpl,998 CC,67.05bhp,6000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,145 Kmph,13.3 Seconds,5,3,4,DOHC,MPFi
346,2009,"44,487 kms",First Owner,Petrol,Manual,Bangalore,4.49 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,BEIGE,5 Speed,FWD,Power,Disc,Drum,,,4,4,4,SOHC,EFI (Electronic Fuel Injection)
347,2012,"97,504 kms",First Owner,Petrol,Manual,Bangalore,4.49 Lakh*,Volkswagen,16.47 kmpl,1198 CC,73.9bhp,5400rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,162.9km/hr,14.2 Seconds,5,3,4,,MPFI
348,2019,"34,000 kms",First Owner,Petrol,Automatic,Bangalore,4.5 Lakh*,Maruti,23.95 kmpl,998 CC,67.05bhp,6000rpm,5,Burgundy,5 Speed,,Power,Ventilated Disc,Drum,145 Kmph,13.3 Seconds,5,3,4,DOHC,MPFi
349,2012,"1,00,199 kms",First Owner,Diesel,Manual,Bangalore,4.5 Lakh*,Volkswagen,19.7 kmpl,1598 CC,103.6bhp,4400rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,,,5,4,4,,CRDI
350,2006,"79,000 kms",Third Owner,Petrol,Automatic,Bangalore,4.5 Lakh*,Toyota,12.1 kmpl,2362 CC,164.7bhp,6000rpm,5,Silver,5 Speed,,Power,Ventilated Disc,Solid Disc,202km/hr,11.5 seconds,4,4,4,DOHC,EFI (Electronic Fuel Injection)
351,2011,"43,878 kms",First Owner,Petrol,Automatic,Bangalore,4.5 Lakh*,Honda,16.8 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Brown,5 Speed,FWD,Power,Disc,Drum,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
352,2020,"15,000 kms",First Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Renault,21.74 kmpl,999 CC,67bhp,5500rpm,5,Silver,5 Speed,,,Disc,Drum,,,5,3,4,DOHC,MPFi
353,2013,"1,63,000 kms",Second Owner,Diesel,Manual,Bangalore,4.5 Lakh*,Maruti,23.4 kmpl,1248 CC,74bhp,4000rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,,CRDI
354,2009,"1,24,000 kms",First Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Gold,5 Speed,FWD,Power,Disc,Drum,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
355,2012,"1,43,000 kms",Second Owner,Diesel,Manual,Bangalore,4.5 Lakh*,Skoda,20.5 kmpl,1598 CC,103.5bhp,4400rpm,5,Black,5-speed,,Power,Disc,Drum,,,4,4,4,DOHC,Direct Injection
356,2016,"30,000 kms",Second Owner,Petrol,Automatic,Bangalore,4.5 Lakh*,Maruti,20.51 kmpl,998 CC,67bhp,6000rpm,5,Grey,5 Speed,,,Ventilated Disc,Drum,152 kmph,18.6 Seconds,5,3,4,DOHC,null
357,2014,"49,000 kms",First Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Honda,19.4 kmpl,1198 CC,86.8 bhp,,5,Red,5 Speed,,,,,,,,,,,
358,2016,"45,000 kms",First Owner,Diesel,Manual,Bangalore,4.5 Lakh*,Mahindra,25.32 kmpl,1198 CC,77bhp,3750rpm,6,White,5 Speed,FWD,Power,Disc,Drum,160 kmph,14.5 seconds,5,3,4,DOHC,CRDi
359,2012,"72,341 kms",Second Owner,Diesel,Manual,Bangalore,4.5 Lakh*,Skoda,20.5 kmpl,1598 CC,103.5bhp,4400rpm,5,Red,5 Speed,,Power,Disc,Drum,,,4,4,4,DOHC,Direct Injection
360,2014,"30,000 kms",First Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
361,2013,"56,668 kms",Second Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Hyundai,18.5 kmpl,1197 CC,82.85bhp,6000rpm,5,White,5 Speed,FWD,,Disc,Drum,,,5,4,4,DOHC,MPFI
362,2014,"49,019 kms",Second Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,Red,5 Speed,,,Disc,Drum,,,5,4,4,SOHC,PGM - Fi
363,2014,"25,548 kms",First Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,White,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
364,2005,"46,839 kms",Second Owner,Petrol,Automatic,Bangalore,4.5 Lakh*,Honda,9.0 kmpl,2997 CC,218bhp,6300rpm,5,Black,5 Speed,,Power,,,,,6,6,4,SOHC,MPFi
365,2012,"1,02,678 kms",Second Owner,Diesel,Manual,Bangalore,4.5 Lakh*,Tata,13.7 kmpl,2197 CC,138bhp,4000rpm,7,Red,5 Speed,AWD,,Ventilated Disc,Ventilated Disc,,,5,4,4,,CRDi
366,2013,"54,000 kms",First Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Volkswagen,16.47 kmpl,1198 CC,74bhp,5400rpm,5,Blue,5 Speed,,Power,Disc,Drum,165 kmph,14.2 Seconds,5,3,4,DOHC,MPFI
367,2011,"63,902 kms",First Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Honda,16.0 kmpl,1198 CC,90(66) , 6200,5,White,Five Speed Manual Transmission Gearbox,Two Wheel Drive,Power,Disc,Drum,165 kmph,11.2 Seconds,5,4,4,SOHC,PGM - Fi
368,2016,"40,000 kms",First Owner,Petrol,Manual,Bangalore,4.5 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,3,4,,MPFI
369,2015,"85,024 kms",First Owner,Diesel,Manual,Bangalore,4.55 Lakh*,Honda,25.8 kmpl,1498 CC,98.6bhp,3600rpm,5,White,5 Speed,,,Disc,Drum,170 Kmph,17 Seconds,4,4,4,DOHC,
370,2012,"92,000 kms",First Owner,Petrol,Manual,Bangalore,4.6 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Maroon,5 Speed,,Power,Disc,Drum,170 Kmph,13.2 Seconds,5,4,4,DOHC,MPFI
371,2016,"52,945 kms",Second Owner,Petrol,Manual,Bangalore,4.6 Lakh*,Tata,23.84 kmpl,1199 CC,84bhp,6000rpm,5,Silver,5 Speed,FWD,,Disc,Drum,150 kmph,14.3 Seconds,5,3,4,DOHC,MPFi
372,2017,"37,000 kms",Second Owner,Petrol,Manual,Bangalore,4.6 Lakh*,Ford,18.16 kmpl,1196 CC,86.8bhp,6300rpm,5,Red,5 Speed,FWD,EPAS,Ventilated Disc,Drum,157 Kmph,15.7 Seconds,5,4,4,DOHC,Direct Injection
373,2015,"49,040 kms",First Owner,Petrol,Manual,Bangalore,4.65 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,164 Kmph,14.5 Seconds,5,4,4,SOHC,PGM - Fi
374,2012,"51,190 kms",Second Owner,Petrol,Manual,Bangalore,4.65 Lakh*,Maruti,17.5 kmpl,1298 CC,85.8bhp,6000rpm,5,Silver,5 Speed,2 WD,Power,Ventilated Disc,Drum,,,4,4,4,SOHC,MPFI
375,2013,"82,000 kms",First Owner,Diesel,Manual,Bangalore,4.65 Lakh*,Volkswagen,20.34 kmpl,1498 CC,103.2bhp,4400rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,186 kmph,11.94 Seconds,4,4,4,DOHC,Direct Injection
376,2012,"36,000 kms",First Owner,Petrol,Manual,Bangalore,4.65 Lakh*,Hyundai,17.0 kmpl,1197 CC,80 PS at 5200 rpm,,5,Grey,5 Speed,FWD,Power,Disc,Drum,,12.96 Sec,5,4,4,DOHC,MPFI
377,2013,"77,000 kms",First Owner,Diesel,Manual,Bangalore,4.65 Lakh*,Skoda,20.5 kmpl,1598 CC,103.5bhp,4400rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,,,4,4,4,DOHC,Direct Injection
378,2014,"57,000 kms",First Owner,Diesel,Manual,Bangalore,4.65 Lakh*,Hyundai,24.0 kmpl,1120 CC,70bhp,4000rpm,5,Maroon,5 Speed,,Power,Disc,Drum,157 Kmph,15.6 Seconds,5,3,4,DOHC,CRDi
379,2015,"62,000 kms",First Owner,Petrol,Manual,Bangalore,4.65 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,Silver,5 Speed,,,Disc,Drum,,,5,4,4,SOHC,PGM - Fi
380,2020,"9,800 kms",First Owner,Petrol,Manual,Bangalore,4.65 Lakh*,Maruti,21.7 kmpl,998 CC,67.05bhp,5500rpm,5,Grey,5-Speed,FWD,Power,Ventilated Disc,Drum,,,5,3,4,SOHC,MPFi
381,2013,"57,972 kms",First Owner,Petrol,Manual,Bangalore,4.69 Lakh*,Hyundai,21.0 kmpl,1197 CC,81.86 bhp,,5,Bronze,5 Speed,,,,,,,,,,,
382,2013,"77,000 kms",Third Owner,Petrol,Automatic,Bangalore,4.7 Lakh*,Hyundai,15.0 kmpl,1396 CC,98.6bhp,5500rpm,5,Silver,4 Speed,FWD,Power,Disc,Disc,,,5,4,4,DOHC,MPFI
383,2015,"43,000 kms",First Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Ford,18.16 kmpl,1196 CC,86.8bhp,6300rpm,5,Maroon,5 Speed,FWD,EPAS,Ventilated Disc,Drum,157 Kmph,15.7 Seconds,5,4,4,DOHC,Direct Injection
384,2013,"68,700 kms",Third Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Maruti,21.21 kmpl,1197 CC,81.80bhp,6000rpm,5,Red,5,FWD,Electric,Disc,Drum,,12.71s,5,4,4,DOHC,MPFi
385,2012,"91,000 kms",Second Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Mitsubishi,14.7 kmpl,1999 CC,114bhp,5250rpm,5,White,5 Speed,FWD,Power,Disc,Disc,180 kmph,10.5Seconds,4,4,4,SOHC,MPFI
386,2012,"73,508 kms",First Owner,Petrol,Automatic,Bangalore,4.75 Lakh*,Honda,18.0 kmpl,1497 CC,117.3bhp,6600rpm,5,Silver,5 Speed CVT,FWD,Power,Disc,Drum,195 Kmph,10 Seconds,4,4,4,SOHC,PGM-Fi
387,2018,"5,000 kms",First Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Renault,23.01 kmpl,999 CC,67bhp,5500rpm,5,Blue,5 Speed,,,Disc,Drum,155.8 kmph,13.90 Seconds,5,3,4,DOHC,MPFi
388,2013,"80,000 kms",Second Owner,Diesel,Manual,Bangalore,4.75 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8bhp,4200rpm,5,White,5 Speed,FWD,Power,Disc,Drum,163 Kmph,16.1 Seconds,5,4,4,DOHC,Direct Injection
389,2012,"1,18,816 kms",First Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Hyundai,17.43 kmpl,1396 CC,105.5bhp,6300rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,171km/hr,10.5 Seconds,4,4,4,DOHC,MPFI
390,2012,"36,000 kms",First Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Hyundai,17.0 kmpl,1197 CC,80 PS at 5200 rpm,,5,White,5 Speed,,Power,Disk,Drum,,,5,4,4,DOHC,MPFI
391,2015,"23,074 kms",First Owner,Petrol,Automatic,Bangalore,4.75 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,White,5 Speed,,,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
392,2016,"53,000 kms",First Owner,Diesel,Manual,Bangalore,4.75 Lakh*,Fiat,20.5 kmpl,1248 CC,91.7bhp,4000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,165 Kmph,13.6 Seconds,5,4,4,DOHC,Direct Injection
393,2015,"62,708 kms",First Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,164 Kmph,14.5 Seconds,5,4,4,SOHC,PGM - Fi
394,2017,"46,000 kms",First Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Maruti,20.51 kmpl,998 CC,67.04bhp,6200rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,152 kmph,18.6 Seconds,5,3,4,DOHC,null
395,2012,"62,000 kms",Second Owner,Diesel,Manual,Bangalore,4.75 Lakh*,Hyundai,21.9 kmpl,1396 CC,88.76bhp,4000rpm,5,White,6 Speed,FWD,Power,Disc,Disc,,,5,4,4,DOHC,CRDI
396,2013,"85,437 kms",First Owner,Petrol,Automatic,Bangalore,4.75 Lakh*,Hyundai,18.9 kmpl,1197 CC,81.86bhp,6000rpm,5,Red,4 Speed,FWD,Power,Disc,Drum,163 km/hr,14.9 Seconds,5,4,4,DOHC,MPFI
397,2015,"43,017 kms",First Owner,Petrol,Manual,Bangalore,4.75 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,Silver,5 Speed,,,Disc,Drum,165 Kmph,12.9 Seconds,5,4,4,DOHC,MPFI
