index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
114,2009,"85,771 kms",Third Owner,Petrol,Manual,Bangalore,2.85 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
115,2011,"83,000 kms",Second Owner,Diesel,Manual,Bangalore,2.85 Lakh*,Ford,20.0 kmpl,1399 CC,68.05 bhp,,5,Diamond White,5 Speed,,,,,,,,,,,
116,2012,"31,000 kms",First Owner,Petrol,Manual,Bangalore,2.85 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2 bhp,,5,White,5 Speed,,,,,,,,,,,
117,2010,"62,919 kms",First Owner,Petrol,Manual,Bangalore,2.85 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Grey,5 Speed,FWD,,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
118,2010,"85,000 kms",Second Owner,Diesel,Manual,Bangalore,2.85 Lakh*,Fiat,20.4 kmpl,1248 CC,91.2 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
119,2014,"31,914 kms",First Owner,Petrol,Manual,Bangalore,2.88 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2 bhp,,5,Sleek Silver,5 Speed,,,,,,,,,,,
120,2010,"79,513 kms",Second Owner,Diesel,Manual,Bangalore,2.89 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,Red,5 Speed,Front Wheel Drive,Power,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,4,SOHC,Common Rail
121,2014,"80,000 kms",Third Owner,Diesel,Manual,Bangalore,2.9 Lakh*,Ford,20.0 kmpl,1399 CC,68.05 bhp,,5,White,5 Speed,,,,,,,,,,,
122,2014,"43,476 kms",First Owner,Petrol,Manual,Bangalore,2.9 Lakh*,Maruti,22.74 kmpl,796 CC,47.3bhp,6000rpm,5,Silver,5 Speed,,Manual,Solid Disc,Drum,140 kmph,19 Seconds,5,3,4,DOHC,MPFi
123,2009,"38,903 kms",First Owner,Petrol,Automatic,Bangalore,2.9 Lakh*,Hyundai,18.9 kmpl,1197 CC,81.86bhp,6000rpm,5,Red,4 Speed,,Power,Disc,Drum,165 Kmph,12.9 Seconds,5,4,4,DOHC,MPFI
124,2013,"67,000 kms",First Owner,Petrol,Manual,Bangalore,2.9 Lakh*,Maruti,20.92 kmpl,998 CC,67.1 bhp,,5,Maroon,5 Speed,FWD,,,,,,,,,,
125,2000,"5,800 kms",First Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Mitsubishi,13.7 kmpl,1468 CC,85.8bhp,5500rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,175km/hr,12.95 seconds,4,4,3,SOHC,MPFI
126,2011,"78,700 kms",First Owner,Petrol,Automatic,Bangalore,2.95 Lakh*,Maruti,16.98 kmpl,998 CC,66.1bhp,6200rpm,5,Silver,4 Speed,FWD,Power,Ventilated Disc,Drum,,,4,3,4,SOHC,MPFI
127,2012,"51,825 kms",First Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Maroon,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
128,2008,"72,000 kms",Second Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Maroon,5 Speed,,Power,Ventilated Disc,Drum,173 kmph,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
129,2016,"79,449 kms",First Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Renault,25.17 kmpl,799 CC,53.3bhp,5678rpm,5,Red,5 Speed,,Power,Disc,Drum,135 Kmph,16 Seconds,5,3,4,DOHC,MPFi
130,2012,"41,000 kms",First Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI
131,2012,"82,000 kms",First Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Golden,5 Speed,,Power,Ventilated Disc,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
132,2012,"58,175 kms",First Owner,Diesel,Manual,Bangalore,2.95 Lakh*,Chevrolet,25.44 kmpl,936 CC,57.6bhp,4000rpm,5,Blue,5 Speed,,Power,Disc,Drum,,,5,3,4,DOHC,MPFI
133,2012,"33,000 kms",First Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Black,5 Speed,FWD,,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
134,2013,"42,433 kms",First Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Maruti,22.74 kmpl,796 CC,47.3 bhp,,5,Red,5 Speed,,,,,,,,,,,
135,2009,"70,247 kms",Second Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9 bhp,,5,Grey,5 Speed,FWD,,,,,,,,,,
136,2009,"34,003 kms",Second Owner,Petrol,Manual,Bangalore,2.95 Lakh*,Maruti,18.5 kmpl,1197 CC,85.80bhp,6000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,156 Kmph,15 Seconds,5,4,4,DOHC,MPFI
137,2013,"72,735 kms",Second Owner,Petrol,Manual,Bangalore,2.96 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Silver,5 Speed,FWD,,,Drum,,13.3 Seconds,5,3,4,,
138,2011,"79,962 kms",Fourth & Above Owner,Diesel,Manual,Bangalore,2.97 Lakh*,Hyundai,23.0 kmpl,1396 CC,90PS at 4000rpm,,5,Red,6 Speed,,Power,Disk,Drum,,12.96 Sec,5,4,4,DOHC,CRDI
139,2011,"90,000 kms",Second Owner,Petrol,Manual,Bangalore,2.97 Lakh*,Hyundai,17.0 kmpl,1197 CC,80 PS at 5200 rpm,,5,,5 Speed,,,Disk,Drum,,,5,4,4,DOHC,MPFI
140,2015,"56,000 kms",First Owner,Petrol,Manual,Bangalore,2.98 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2 bhp,,5,Blue,5 Speed,,,,,,,,,,,
141,2013,"35,800 kms",First Owner,Petrol,Manual,Bangalore,3 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
142,2013,"1,09,523 kms",First Owner,Diesel,Manual,Bangalore,3 Lakh*,Honda,24.7 kmpl,1498 CC,98.63bhp,3600rpm,5,White,5 Speed,FWD,Electric,Disc,Drum,,10.06 Seconds,4,4,4,DOHC,CRDi
143,2010,"25,856 kms",First Owner,Petrol,Manual,Bangalore,3 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,3,4,,MPFI
144,2009,"90,000 kms",Fourth & Above Owner,Petrol,Manual,Bangalore,3 Lakh*,Maruti,18.5 kmpl,1197 CC,85.80bhp,6000rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,156 Kmph,15 Seconds,5,4,4,DOHC,MPFI
145,2012,"1,32,000 kms",First Owner,Diesel,Manual,Bangalore,3 Lakh*,Ford,17.8 kmpl,1399 CC,67 bhp,,5,Silver,5 Speed,2WD,,,,,,,,,,
146,2016,"12,076 kms",First Owner,Petrol,Manual,Bangalore,3 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,,,5,3,3,SOHC,MPFI
147,2010,"62,053 kms",First Owner,Petrol,Manual,Bangalore,3.05 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
148,2010,"1,00,130 kms",Third Owner,Diesel,Manual,Bangalore,3.09 Lakh*,Maruti,17.8 kmpl,1248 CC,75 PS , 2000 rpm,5,Red,5 Speed,,Power,Ventilated Disc,Drum,158 kmph,13.75 seconds,5,4,4,DOHC,CRDI
149,2008,"69,000 kms",Second Owner,Petrol,Manual,Bangalore,3.1 Lakh*,Honda,17.7 kmpl,1497 CC,78 bhp,,5,Golden,5 Speed,,,,,,,,,,,
150,2011,"99,674 kms",Second Owner,Diesel,Manual,Bangalore,3.1 Lakh*,Hyundai,21.9 kmpl,1396 CC,90PS at 4000rpm,,5,White,5-Speed,,Power,Disc,Disc,,,5,4,4,DOHC,CRDI
151,2012,"80,000 kms",Third Owner,Diesel,Manual,Bangalore,3.1 Lakh*,Hyundai,23.0 kmpl,1396 CC,90PS at 4000rpm,,5,,6 Speed,,,Disk,Drum,,12.96 Sec,5,4,4,DOHC,CRDI
152,2011,"77,000 kms",First Owner,Diesel,Manual,Bangalore,3.1 Lakh*,Ford,20.0 kmpl,1399 CC,68.05bhp,4000rpm,5,Black,5 Speed,FWD,Power,Ventilated Discs,Drum,,,5,4,2,SOHC,Common Rail
153,2014,"55,926 kms",Second Owner,Petrol,Manual,Bangalore,3.1 Lakh*,Datsun,19.02 kmpl,1198 CC,67.05bhp,5000rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,,13.3 Seconds,5,3,4,DOHC,Electronic Injection System
154,2013,"26,134 kms",First Owner,Petrol,Manual,Bangalore,3.12 Lakh*,Maruti,22.74 kmpl,796 CC,47.3bhp,6000rpm,5,White,5 Speed,,Power,Solid Disc,Drum,140 kmph,19 Seconds,5,3,4,DOHC,MPFi
155,2016,"72,315 kms",First Owner,Petrol,Manual,Bangalore,3.13 Lakh*,Maruti,16.8 kmpl,796 CC,34.2bhp,5000rpm,8,White,4 Speed,,Manual,Disc,Drum,126 Kmph,20 Seconds,5,3,2,SOHC,MPFI
156,2010,"80,000 kms",Second Owner,Petrol,Manual,Bangalore,3.15 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
157,2009,"78,269 kms",Second Owner,Petrol,Manual,Bangalore,3.15 Lakh*,Maruti,15.5 kmpl,1586 CC,103.3bhp,5600rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,177km/hr,12.1 Seconds,4,4,4,DOHC,MPFI
158,2016,"59,300 kms",Second Owner,Petrol,Manual,Bangalore,3.15 Lakh*,Renault,22.3 kmpl,799 CC,53.26bhp,5600rpm,5,Red,5 Speed,,,Disc,Drum,,16 Seconds,5,3,4,DOHC,MPFi
159,2017,"24,541 kms",First Owner,Petrol,Manual,Bangalore,3.15 Lakh*,Renault,25.17 kmpl,799 CC,53.3bhp,5678rpm,5,Red,5 Speed,,Power,Disc,Drum,135 Kmph,16 Seconds,5,3,4,DOHC,MPFi
160,2010,"86,000 kms",Second Owner,Petrol,Manual,Bangalore,3.15 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
161,2016,"35,091 kms",Second Owner,Petrol,Manual,Bangalore,3.15 Lakh*,Maruti,22.05 kmpl,796 CC,47.33 bhp,,5,Silver,5 Speed,,,,,,,,,,,
162,2010,"80,000 kms",Second Owner,Petrol,Manual,Bangalore,3.15 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Silver,5 Speed,FWD,,,Drum,,,4,4,4,DOHC,MPFI
163,2009,"84,000 kms",Second Owner,Petrol,Manual,Bangalore,3.15 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Golden,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
164,2009,"75,000 kms",Third Owner,Petrol,Manual,Bangalore,3.2 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
165,2008,"1,60,000 kms",Second Owner,Diesel,Manual,Bangalore,3.2 Lakh*,Mahindra,12.7 kmpl,2609 CC,116.6 ," 3,800 (PS",8,,5 Speed,2WD,,Disc,Drum,152 kmph,16.5 seconds,5,4,4,null,CRDI
166,2009,"69,000 kms",Third Owner,Petrol,Manual,Bangalore,3.2 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Maroon,5 Speed,,Power,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,,MPFI
167,2006,"2,00,000 kms",Third Owner,Diesel,Manual,Bangalore,3.2 Lakh*,Hyundai,12.6 kmpl,1991 CC,112 ," 4,000 (PS",7,,5 Speed,4WD,,Ventilated Disc,Disc,164 kmph,14.3 seconds,5,4,4,SOHC,CRDI
168,2009,"88,235 kms",Third Owner,Petrol,Manual,Bangalore,3.2 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,White,5 Speed,,,,,160 kmph,12.29 seconds,5,4,4,,MPFI
169,2014,"56,000 kms",Second Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Silver,5 Speed,FWD,,,Drum,,,5,3,3,SOHC,MPFI
170,2013,"22,000 kms",Second Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Premier,16.0 kmpl,1173 CC,75.5hbp,5800rpm,5,Red,5 Speed Manual,Two Wheel Drive,,Ventilated Disc,Drum,145km/hr,,5,4,4,,
171,2013,"22,000 kms",Second Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Premier,16.0 kmpl,1173 CC,75.5hbp,5800rpm,5,Red,5 Speed Manual,Two Wheel Drive,Power,Ventilated Disc,Drum,145km/hr,,5,4,4,,
172,2013,"55,841 kms",Second Owner,Petrol,Automatic,Bangalore,3.25 Lakh*,Maruti,16.98 kmpl,998 CC,66.1 bhp,,5,Grey,4 Speed,FWD,,,,,,,,,,
173,2015,"55,000 kms",First Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Grey,5 Speed,,Power,Disc,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI
174,2010,"62,062 kms",First Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
175,2009,"1,27,113 kms",Second Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Silver,5 Speed,FWD,,,Drum,,,4,4,4,DOHC,MPFI
176,2009,"70,725 kms",Second Owner,Petrol,Automatic,Bangalore,3.25 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,4-Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
177,2013,"23,000 kms",Second Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Blue,5 Speed,,,Disc,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI
178,2010,"68,000 kms",Second Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Hyundai,18.5 kmpl,1197 CC,80 PS at 5200 rpm,,5,Silver,5 Speed,,Power,Disk,Drum,,,5,4,4,DOHC,MPFI
179,2010,"86,000 kms",First Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Golden,5 Speed,,,Disc,Drum,,,4,4,4,SOHC,EFI (Electronic Fuel Injection)
180,2009,"1,34,112 kms",Second Owner,Petrol,Manual,Bangalore,3.25 Lakh*,Hyundai,18.5 kmpl,1197 CC,80 bhp,,5,Red,5 Speed,,,,,,,,,,,
181,2010,"56,361 kms",Third Owner,Petrol,Manual,Bangalore,3.3 Lakh*,Maruti,21.1 kmpl,1197 CC,85.80bhp,6000rpm,5,Chaco,5-Speed,FWD,,,,156km/hr,14.2,5,4,4,DOHC,MPFi
182,2008,"76,720 kms",Second Owner,Diesel,Manual,Bangalore,3.31 Lakh*,Maruti,17.8 kmpl,1248 CC,75PS , 2000 rpm,5,Grey,5 Speed,,Power,Ventilated Disc,Drum,158 kmph,13.75 seconds,5,4,4,DOHC,MPFI
183,2011,"68,818 kms",Second Owner,Petrol,Manual,Bangalore,3.34 Lakh*,Toyota,17.6 kmpl,1496 CC,88.73bhp,5600rpm,5,Black,,,Power,,,,,4,4,4,DOHC,EFI(Electronic Fuel Injection)
184,2013,"71,880 kms",First Owner,Diesel,Manual,Bangalore,3.35 Lakh*,Chevrolet,22.1 kmpl,1248 CC,74bhp,4000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,160 Kmph,16 Seconds,4,4,4,DOHC,CRDi
185,2017,"43,267 kms",First Owner,Petrol,Manual,Bangalore,3.35 Lakh*,Datsun,22.7 kmpl,799 CC,53.64bhp,5678rpm,5,Red,5-Speed,,,Disc,Drum,,,5,3,4,DOHC,MPFi
186,2010,"46,000 kms",First Owner,Petrol,Automatic,Bangalore,3.35 Lakh*,Hyundai,19.2 kmpl,1197 CC,80 ," 5,200 (PS",5,Silver,4 Speed,,Power,Ventilated Disc,Drum,,,5,4,4,DOHC,MPFI
187,2012,"64,000 kms",First Owner,Petrol,Manual,Bangalore,3.35 Lakh*,Ford,15.6 kmpl,1196 CC,70bhp,6250rpm,5,Silver,5 Speed,Front Wheel Drive,Power,Ventilated Disc,Drum,148km/hr,14.8 Seconds,5,4,4,DOHC,SEFI
188,2016,"48,426 kms",First Owner,Petrol,Manual,Bangalore,3.35 Lakh*,Hyundai,20.3 kmpl,998 CC,68.05bhp,6200rpm,5,White,5 Speed,,Power,Disc,Drum,140 Kmph,15 Seconds,5,3,4,DOHC,MPFI
189,2010,"60,000 kms",First Owner,Petrol,Automatic,Bangalore,3.35 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9 bhp,,5,Blue,4-Speed,FWD,,,,,,,,,,
190,2014,"51,000 kms",Second Owner,Petrol,Manual,Bangalore,3.35 Lakh*,Nissan,18.44 kmpl,1198 CC,75 bhp,,5,White,5 Speed,,,,,,,,,,,
191,2009,"70,000 kms",Second Owner,Petrol,Automatic,Bangalore,3.35 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9 bhp,,5,Red,4-Speed,FWD,,,,,,,,,,
192,2012,"85,000 kms",First Owner,Diesel,Manual,Bangalore,3.35 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,Grey,5 Speed,Front Wheel Drive,Power,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,4,SOHC,Common Rail
193,2013,"58,000 kms",Second Owner,Petrol,Manual,Bangalore,3.35 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2 bhp,,5,White,5 Speed,,,,,,,,,,,
194,2010,"30,000 kms",First Owner,Petrol,Automatic,Bangalore,3.35 Lakh*,Hyundai,19.2 kmpl,1197 CC,80 ," 5,200 (PS",5,Grey,4 Speed,,,,,,,5,4,4,DOHC,MPFI
195,2008,"67,000 kms",Second Owner,Petrol,Manual,Bangalore,3.35 Lakh*,Maruti,19.1 kmpl,1197 CC,85.8bhp,6000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,169 kmph,12.6 Seconds,4,4,4,,MPFI
196,2008,"58,536 kms",Second Owner,Petrol,Manual,Bangalore,3.36 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Red,5 Speed,,Power,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,,MPFI
197,2012,"79,000 kms",First Owner,Diesel,Manual,Bangalore,3.4 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,Red,5 Speed,Front Wheel Drive,,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,4,SOHC,Common Rail
198,2010,"1,27,000 kms",Third Owner,Petrol,Automatic,Bangalore,3.4 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,Golden,4-Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
199,2010,"1,27,000 kms",Third Owner,Petrol,Automatic,Bangalore,3.4 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,Golden,4-Speed,FWD,,,Drum,,,4,4,4,DOHC,MPFI
200,2011,"87,000 kms",Second Owner,Diesel,Manual,Bangalore,3.4 Lakh*,Nissan,23.08 kmpl,1461 CC,63.1bhp,4000rpm,5,Orange,5 Speed Manual,Two Whhel Drive,Power,Ventilated Disc,Drum,,,5,4,2,SOHC,Common Rail
201,2011,"83,000 kms",Second Owner,Petrol,Automatic,Bangalore,3.4 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,4-Speed,FWD,,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
202,2010,"62,000 kms",First Owner,Petrol,Manual,Bangalore,3.45 Lakh*,Hyundai,18.5 kmpl,1197 CC,80 bhp,,5,bronze,5 Speed,,,,,,,,,,,
203,2008,"74,145 kms",First Owner,Petrol,Manual,Bangalore,3.45 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2 bhp,,5,Silver,5 Speed,,,,,,,,,,,
204,2010,"57,000 kms",Second Owner,Petrol,Manual,Bangalore,3.45 Lakh*,Hyundai,18.5 kmpl,1197 CC,80 PS at 5200 rpm,,5,Red,5 Speed,,,Disk,Drum,,,5,4,4,DOHC,MPFI
205,2009,"1,55,970 kms",Second Owner,Diesel,Manual,Bangalore,3.45 Lakh*,Maruti,19.3 kmpl,1248 CC,73.9bhp,4000rpm,5,Silver,5 Speed,2 WD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,CRDI
206,2011,"43,505 kms",Third Owner,Petrol,Automatic,Bangalore,3.45 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,Silver,4-Speed,FWD,,,Drum,,,4,4,4,DOHC,MPFI
207,2016,"32,851 kms",First Owner,Petrol,Manual,Bangalore,3.46 Lakh*,Renault,22.3 kmpl,799 CC,53.26 bhp,,5,Grey,5 Speed,,,,,,,,,,,
208,2014,"90,000 kms",Third Owner,Diesel,Manual,Bangalore,3.5 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.5bhp,4200rpm,5,Red,5 Speed,FWD,,,Drum,,,5,4,4,,CRDI
209,2013,"43,902 kms",Second Owner,Petrol,Automatic,Bangalore,3.5 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,White,4-Speed,FWD,,,Drum,,,4,4,4,DOHC,MPFI
210,2013,"65,000 kms",Second Owner,Petrol,Manual,Bangalore,3.5 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
211,2015,"34,405 kms",First Owner,Petrol,Manual,Bangalore,3.5 Lakh*,Renault,25.17 kmpl,799 CC,53.3bhp,5678rpm,5,Grey,5 Speed,,,Disc,Drum,135 Kmph,16 Seconds,5,3,4,DOHC,MPFi
212,2012,"72,809 kms",First Owner,Diesel,Manual,Bangalore,3.5 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,Green,5 Speed,Front Wheel Drive,Power,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,4,SOHC,Common Rail
213,2009,"88,000 kms",First Owner,Diesel,Manual,Bangalore,3.5 Lakh*,Hyundai,17.1 kmpl,1493 CC,110 ," 4,000 (PS",5,Black,5 Speed,,,,,173 kmph,11.5 seconds,4,4,4,DOHC,CRDI
214,2012,"80,000 kms",First Owner,Petrol,Manual,Bangalore,3.5 Lakh*,Skoda,15.0 kmpl,1598 CC,105 bhp,,5,,5 Speed,FWD,,,,,,,,,,
215,2009,"69,351 kms",Second Owner,Petrol,Manual,Bangalore,3.5 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Grey,5 Speed,,,Disc,Drum,,,4,4,4,SOHC,EFI (Electronic Fuel Injection)
216,2014,"90,000 kms",First Owner,Petrol,Manual,Bangalore,3.5 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
217,2010,"96,000 kms",Second Owner,Diesel,Manual,Bangalore,3.5 Lakh*,Volkswagen,22.07 kmpl,1199 CC,73.9bhp,4200rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,164.1km/hr,14.4 Seconds,5,3,4,,CRDI
218,2007,"90,000 kms",Third Owner,Petrol,Manual,Bangalore,3.5 Lakh*,Honda,13.5 kmpl,1799 CC,130bhp,6300rpm,5,White,5 Speed,,Power,Disc,Drum,206 kmph,9.6 sconds,4,4,4,SOHC,PGM-FI (Programmed Fuel Inje
219,2012,"79,000 kms",First Owner,Diesel,Manual,Bangalore,3.5 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,Red,5 Speed,Front Wheel Drive,Power,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,4,SOHC,Common Rail
220,2012,"1,20,000 kms",Second Owner,Diesel,Manual,Bangalore,3.5 Lakh*,Skoda,20.5 kmpl,1598 CC,103.6 bhp,,5,,5 Speed,FWD,,,,,,,,,,
221,2012,"87,646 kms",First Owner,Petrol,Manual,Bangalore,3.55 Lakh*,Maruti,20.51 kmpl,998 CC,67.04bhp,6200rpm,5,Grey,5 Speed,,,Ventilated Disc,Drum,152 kmph,18.6 Seconds,5,3,4,DOHC,null
222,2009,"84,683 kms",First Owner,Petrol,Manual,Bangalore,3.55 Lakh*,Maruti,16.1 kmpl,1197 CC,85ps ," 6,000rpm",5,Grey,5 Speed,,Power,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,DOHC,MPFI
223,2016,"53,913 kms",Second Owner,Petrol,Automatic,Bangalore,3.57 Lakh*,Renault,24.04 kmpl,999 CC,67bhp,5500rpm,5,Brown,5 Speed,,,Disc,Drum,,,5,3,4,DOHC,MPFi
224,2013,"39,802 kms",First Owner,Petrol,Manual,Bangalore,3.6 Lakh*,Fiat,15.7 kmpl,1172 CC,67bhp,6000rpm,5,Red,5-Speed,FWD,Power,Ventilated Disc,Drum,,,5,4,2,SOHC,MPFi
225,2009,"90,000 kms",Third Owner,Petrol,Automatic,Bangalore,3.6 Lakh*,Honda,12.9 kmpl,1799 CC,130bhp,6300rpm,5,White,5 Speed,,Power,Ventilated Disc,Disc,195 kmph,11.3 seconds,4,4,4,SOHC,PGM-FI (Programmed Fuel Injection)
226,2013,"52,641 kms",First Owner,Petrol,Automatic,Bangalore,3.6 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,4-Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
227,2015,"1,07,654 kms",First Owner,Diesel,Manual,Bangalore,3.63 Lakh*,Ford,20.0 kmpl,1399 CC,68.05 bhp,,5,Silver,5 Speed,,,,,,,,,,,
